cluster,geometry,totalPickUp,totalDropOff,stopTimeCount,stop_lon,stop_lat,nearest_distance
1226,POINT (-75.11934 39.94166799999999),0,0,329,-75.11934,39.94166799999999,103.6623139745736
1227,POINT (-74.165953 40.918729),0,0,446,-74.165953,40.918729,158.2842355844169
1228,POINT (-75.142133 39.85187),0,0,262,-75.142133,39.85187,123.6888587541517
1229,POINT (-74.16408200000001 40.918758999999994),0,0,446,-74.16408200000001,40.918758999999994,150.70502358681864
1230,POINT (-73.987832 40.304307999999985),0,0,118,-73.987832,40.304307999999985,200.4280386436644
1231,POINT (-74.004972 40.71585799999998),14,2,20,-74.004972,40.71585799999998,146.61267646131185
1232,POINT (-75.124872 39.872989),0,0,360,-75.124872,39.872989,193.60038770129304
1233,POINT (-74.13950050016206 40.85340300003054),0,0,141,-74.13950050016206,40.85340300003054,266.99721491715
1234,POINT (-74.155921 40.779147),0,0,491,-74.155921,40.779147,254.52837008080513
1235,POINT (-74.008071 40.298717999999994),0,0,67,-74.008071,40.298717999999994,192.4282846933733
1236,POINT (-75.119662 39.920708),0,0,448,-75.119662,39.920708,141.1262340089643
1237,POINT (-74.209692 40.43396899999999),0,0,53,-74.209692,40.43396899999999,371.9791028024922
1238,POINT (-74.2103725004582 40.43066400007161),0,0,53,-74.2103725004582,40.43066400007161,371.9791028024922
1239,POINT (-75.465671 39.571337000000014),0,0,879,-75.465671,39.571337000000014,218.3047660620677
1240,POINT (-74.000113 40.300058),0,0,227,-74.000113,40.300058,113.46341399734095
1241,POINT (-75.127813 39.729218),0,0,188,-75.127813,39.729218,208.2548333359589
1242,POINT (-75.46047300000001 39.564150000000005),0,0,40,-75.46047300000001,39.564150000000005,131.0694071789091
1243,POINT (-75.51960200000002 39.649849),0,0,47,-75.51960200000002,39.649849,434.8798200282822
1244,POINT (-74.115491 40.667331999999995),562,562,562,-74.115491,40.667331999999995,128.8915193455438
1245,POINT (-74.113843 40.669299999999986),854,854,854,-74.113843,40.669299999999986,105.14713807687258
1246,POINT (-74.113066 40.670211),292,292,292,-74.113066,40.670211,120.74907353576754
1247,POINT (-74.112242 40.671194),562,562,562,-74.112242,40.671194,129.6330773847631
1248,POINT (-74.111329 40.672277),562,562,562,-74.111329,40.672277,143.05636620012424
1249,POINT (-74.109434 40.674508),562,562,562,-74.109434,40.674508,130.34003609948945
1250,POINT (-74.108415 40.675725),562,562,562,-74.108415,40.675725,156.47871613558928
1251,POINT (-74.106397 40.678102),562,562,562,-74.106397,40.678102,158.15189289069707
1252,POINT (-74.104325 40.680502),562,562,562,-74.104325,40.680502,130.09678163467694
1253,POINT (-74.103339 40.68170600000001),562,562,562,-74.103339,40.68170600000001,157.7287802111777
1254,POINT (-74.102321 40.68292099999999),562,562,562,-74.102321,40.68292099999999,157.40523149229435
1255,POINT (-74.101307 40.684107999999995),562,562,562,-74.101307,40.684107999999995,157.40523149229435
1256,POINT (-74.0093320679363 40.710673579554715),12,0,12,-74.0093320679363,40.710673579554715,120.25827131579832
1257,POINT (-74.174312 40.91877000000001),6,9,1522,-74.174312,40.91877000000001,108.71260123869526
1258,POINT (-75.120762 39.882607),0,0,177,-75.120762,39.882607,198.46546205009395
1259,POINT (-74.798625 40.329869),0,0,61,-74.798625,40.329869,456.5812904516813
1260,POINT (-74.131981 40.32751799999998),0,0,90,-74.131981,40.32751799999998,1091.36050706153
1261,POINT (-74.017391 40.71513899999999),0,0,28,-74.017391,40.71513899999999,720.7595051762231
1262,POINT (-88.111941 43.03144199999999),0,0,22,-88.111941,43.03144199999999,4737.0253832324015
1263,POINT (-74.180573 40.82054699999999),0,0,44,-74.180573,40.82054699999999,151.22305310984945
1264,POINT (-74.190173 40.811668999999995),0,0,84,-74.190173,40.811668999999995,219.2538981471893
1265,POINT (-74.17905 40.82336999999999),0,0,84,-74.17905,40.82336999999999,188.41869469868615
1266,POINT (-74.184661 40.81648899999999),0,0,84,-74.184661,40.81648899999999,240.49609554441219
1267,POINT (-74.179813 40.82177800000001),0,0,40,-74.179813,40.82177800000001,151.22305310984945
1268,POINT (-74.1785854998454 40.826318500038255),0,0,84,-74.1785854998454,40.826318500038255,330.2037685792757
1269,POINT (-74.18659 40.8149),0,0,84,-74.18659,40.8149,240.49609554441219
1270,POINT (-74.18161650168759 40.819122000697625),0,0,84,-74.18161650168759,40.819122000697625,181.37519931684653
1271,POINT (-74.207802 40.88376),0,0,26,-74.207802,40.88376,170.08455789208924
1272,POINT (-74.206643 40.88500999999999),0,0,56,-74.206643,40.88500999999999,170.08455789208924
1273,POINT (-74.215571 40.876978),0,0,162,-74.215571,40.876978,106.52262612773724
1274,POINT (-74.210833 40.881239),0,0,56,-74.210833,40.881239,101.34900075161893
1275,POINT (-74.211673 40.88058899999999),0,0,56,-74.211673,40.88058899999999,101.34900075161893
1276,POINT (-74.588512 39.97069899999999),0,0,51,-74.588512,39.97069899999999,222.50518448073154
1277,POINT (-74.72233 39.18143799999999),0,0,179,-74.72233,39.18143799999999,421.05979301902335
1278,POINT (-74.754192 40.23357899999999),0,0,186,-74.754192,40.23357899999999,158.88890741402216
1279,POINT (-74.751721 40.237599),0,0,186,-74.751721,40.237599,180.8473855417183
1280,POINT (-74.732233 40.253369000000006),0,0,186,-74.732233,40.253369000000006,190.8560655928239
1281,POINT (-74.753093 40.235549),0,0,186,-74.753093,40.235549,237.9600485433347
1282,POINT (-74.750382 40.238867),0,0,186,-74.750382,40.238867,180.8473855417183
1283,POINT (-74.74780650069735 40.24059900043141),0,0,186,-74.74780650069735,40.24059900043141,224.93953186836913
1284,POINT (-74.453463 40.466418999999995),0,0,71,-74.453463,40.466418999999995,222.628377020227
1285,POINT (-73.983124 40.75431799999999),36,0,36,-73.983124,40.75431799999999,188.53839088636272
1286,POINT (-73.98111914857898 40.75357680058232),5,53,58,-73.98111914857898,40.75357680058232,188.53839088636272
1287,POINT (-78.8748912 42.87887760000001),0,0,6,-78.8748912,42.87887760000001,505.43036622728584
1288,POINT (-78.87254552 42.883058219999995),0,0,26,-78.87254552,42.883058219999995,505.43036622728584
1289,POINT (-78.72965 42.93406),0,0,9,-78.72965,42.93406,3850.185631053141
1290,POINT (-74.655983 40.37105799999999),0,0,334,-74.655983,40.37105799999999,265.949617741222
1291,POINT (-74.652363 40.37635800000001),0,0,167,-74.652363,40.37635800000001,115.03523028186281
1292,POINT (-74.656103 40.368668),0,0,334,-74.656103,40.368668,265.949617741222
1293,POINT (-74.645212 39.965022999999995),22,22,22,-74.645212,39.965022999999995,276.45609845113296
1294,POINT (-74.805662 40.013228),0,0,25,-74.805662,40.013228,191.53768463628933
1295,POINT (-74.71051199991608 40.144182500006856),0,0,119,-74.71051199991608,40.144182500006856,214.89779554999924
1296,POINT (-74.71270650072591 40.14320850075278),0,0,179,-74.71270650072591,40.14320850075278,214.89779554999924
1297,POINT (-74.273373 40.714288),0,0,174,-74.273373,40.714288,289.81317400685725
1298,POINT (-74.27759750001637 40.7124975000031),0,0,174,-74.27759750001637,40.7124975000031,366.105732302436
1299,POINT (-74.270062 40.714959),0,0,174,-74.270062,40.714959,139.68071482690638
1300,POINT (-74.288421 40.704719),0,0,307,-74.288421,40.704719,263.5704385739007
1301,POINT (-74.28914766655181 40.702414000474775),0,0,1112,-74.28914766655181,40.702414000474775,263.5704385739007
1302,POINT (-74.286081 40.70681799999999),0,0,307,-74.286081,40.70681799999999,265.4726460099126
1303,POINT (-74.28413300000001 40.70868999999998),0,0,307,-74.28413300000001,40.70868999999998,265.4726460099126
1304,POINT (-74.28131699887399 40.710813500571234),0,0,318,-74.28131699887399,40.710813500571234,335.383691997859
1305,POINT (-74.41445 40.4839),0,0,155,-74.41445,40.4839,411.29459763663164
1306,POINT (-75.004253 39.845238),0,0,256,-75.004253,39.845238,187.03598034416143
1307,POINT (-75.005711 39.84839),0,0,175,-75.005711,39.84839,184.89254740809173
1308,POINT (-74.998892 39.840036999999995),0,0,256,-74.998892,39.840036999999995,182.1878140350675
1309,POINT (-75.000521 39.84110899999999),0,0,256,-75.000521,39.84110899999999,182.1878140350675
1310,POINT (-75.00508 39.846798),0,0,128,-75.00508,39.846798,184.89254740809173
1311,POINT (-75.006802 39.850198000000006),0,0,175,-75.006802,39.850198000000006,221.20634442853387
1312,POINT (-74.16364199894112 40.73473300055752),108,81,3655,-74.16364199894112,40.73473300055752,116.72085210279124
1313,POINT (-74.312392 40.399989999999995),0,0,23,-74.312392,40.399989999999995,222.24829285327834
1314,POINT (-74.72646100056579 40.25829850044558),0,0,186,-74.72646100056579,40.25829850044558,155.55486143343455
1315,POINT (-74.718423 40.93319899999999),12,12,12,-74.718423,40.93319899999999,2066.002037363738
1316,POINT (-74.043201 40.71951899999999),0,2,982,-74.043201,40.71951899999999,308.5903726052889
1317,POINT (-74.034173 40.71703900000001),227,0,371,-74.034173,40.71703900000001,108.41747720234675
1318,POINT (-74.902603 39.773897999999996),0,0,157,-74.902603,39.773897999999996,267.0403116206689
1319,POINT (-74.067695 40.836045999999996),0,0,75,-74.067695,40.836045999999996,186.5167955607467
1320,POINT (-74.065702 40.838088),0,0,117,-74.065702,40.838088,239.98509858897157
1321,POINT (-74.770461 40.22718799999999),0,0,128,-74.770461,40.22718799999999,163.54118454898838
1322,POINT (-74.77148200000002 40.225939000000004),0,0,128,-74.77148200000002,40.225939000000004,163.54118454898838
1323,POINT (-74.76477100000001 40.232988999999996),0,0,64,-74.76477100000001,40.232988999999996,163.22067476365348
1324,POINT (-74.760923 40.23646999999998),0,0,64,-74.760923,40.23646999999998,144.3549284046798
1325,POINT (-74.758021 40.237156999999996),0,0,128,-74.758021,40.237156999999996,236.44044494558997
1326,POINT (-74.77368981069799 40.22366040265321),0,0,939,-74.77368981069799,40.22366040265321,209.3779634313647
1327,POINT (-74.768641 40.228867999999984),0,0,284,-74.768641,40.228867999999984,140.18559257737735
1328,POINT (-74.767443 40.23024899999999),0,0,128,-74.767443,40.23024899999999,126.98196503542155
1329,POINT (-74.761941 40.235428000000006),0,0,128,-74.761941,40.235428000000006,144.3549284046798
1330,POINT (-74.763523 40.23411800000001),0,0,128,-74.763523,40.23411800000001,164.0185353430949
1331,POINT (-74.765761 40.23172900000001),0,0,128,-74.765761,40.23172900000001,163.22067476365348
1332,POINT (-74.517701 39.41628999999999),0,0,6,-74.517701,39.41628999999999,509.5606164575789
1333,POINT (-74.512041 39.41472),0,0,151,-74.512041,39.41472,509.5606164575789
1334,POINT (-74.95846766828947 39.96001833638817),0,0,176,-74.95846766828947,39.96001833638817,278.80716429808933
1335,POINT (-74.964294 39.959308),0,0,118,-74.964294,39.959308,220.29842003831587
1336,POINT (-74.96172700025939 39.959643500240816),0,0,118,-74.96172700025939,39.959643500240816,220.29842003831587
1337,POINT (-74.9673480002258 39.95898300051362),0,0,118,-74.9673480002258,39.95898300051362,260.82287762307516
1338,POINT (-74.979972 39.957707000000006),0,0,118,-74.979972,39.957707000000006,323.8424036185011
1339,POINT (-74.983761 39.95728800000001),0,0,58,-74.983761,39.95728800000001,323.8424036185011
1340,POINT (-74.974692 39.95828800000001),0,0,118,-74.974692,39.95828800000001,168.70240712341467
1341,POINT (-74.970982 39.958558999999994),0,0,60,-74.970982,39.958558999999994,146.76412121462806
1342,POINT (-74.972701 39.958379),0,0,60,-74.972701,39.958379,146.76412121462806
1343,POINT (-75.037891 39.786268),0,0,176,-75.037891,39.786268,361.953173011958
1344,POINT (-74.97685 39.7626),0,0,4,-74.97685,39.7626,1951.5806140590814
1345,POINT (-73.977233 40.94141),0,0,306,-73.977233,40.94141,154.48742919339878
1346,POINT (-74.587591 40.54124300000001),16,16,16,-74.587591,40.54124300000001,646.2120663387973
1347,POINT (-74.610809 40.534939),16,16,16,-74.610809,40.534939,890.5236503793352
1348,POINT (-74.545504 40.548697),13,13,13,-74.545504,40.548697,1065.0887186937268
1349,POINT (-74.459533 40.84590899999999),0,0,9,-74.459533,40.84590899999999,492.7625393169449
1350,POINT (-74.452451 40.843859),0,0,18,-74.452451,40.843859,420.59076848568407
1351,POINT (-74.426763 40.78527700000001),0,0,9,-74.426763,40.78527700000001,216.88037930960883
1352,POINT (-74.65842300039667 40.3194570003176),0,0,157,-74.65842300039667,40.3194570003176,564.2310222567352
1353,POINT (-74.651281 40.325419),0,0,75,-74.651281,40.325419,660.8590902045066
1354,POINT (-74.3934327 41.716707),0,0,2,-74.3934327,41.716707,1869.9597686415457
1355,POINT (-74.922652 38.935148000000005),0,0,200,-74.922652,38.935148000000005,490.892491557536
1356,POINT (-75.106933 39.923429),0,0,53,-75.106933,39.923429,113.20382914857571
1357,POINT (-75.105611 39.923588),0,0,53,-75.105611,39.923588,113.20382914857571
1358,POINT (-75.108962 39.923349999999985),0,0,53,-75.108962,39.923349999999985,133.15259051309044
1359,POINT (-75.11799200000002 39.92342899999999),0,0,53,-75.11799200000002,39.92342899999999,157.5612788418619
1360,POINT (-75.112521 39.923368999999994),0,0,53,-75.112521,39.923368999999994,168.54316902480602
1361,POINT (-75.110531 39.92344800000001),0,0,26,-75.110531,39.92344800000001,133.15259051309044
1362,POINT (-74.652511 40.314388999999984),0,0,82,-74.652511,40.314388999999984,724.498143695994
1363,POINT (-74.645801 40.31843899999999),0,0,82,-74.645801,40.31843899999999,506.65046344981846
1364,POINT (-74.64424250011584 40.32283850069039),0,0,82,-74.64424250011584,40.32283850069039,506.65046344981846
1365,POINT (-75.458943 39.718958000000015),0,0,8,-75.458943,39.718958000000015,740.5569080970077
1366,POINT (-74.13433999985759 40.4526950012602),4,0,124,-74.13433999985759,40.4526950012602,191.2142562881665
1367,POINT (-74.13152 40.441979),0,0,53,-74.13152,40.441979,135.53804883468868
1368,POINT (-74.132181 40.444047999999995),0,0,53,-74.132181,40.444047999999995,236.75788172480213
1369,POINT (-74.13324 40.44713899999999),0,0,53,-74.13324,40.44713899999999,296.1212650955575
1370,POINT (-74.133942 40.449748),0,0,53,-74.133942,40.449748,267.32494529748925
1371,POINT (-87.82353991224232 42.61861381990008),0,0,34,-87.82353991224232,42.61861381990008,335.9721714202532
1372,POINT (-87.82407 42.62505999999999),0,0,17,-87.82407,42.62505999999999,415.86067800898815
1373,POINT (-87.8250781631947 42.6213995393973),0,0,17,-87.8250781631947,42.6213995393973,335.9721714202532
1374,POINT (-74.08372199853702 40.77304500041189),0,0,45,-74.08372199853702,40.77304500041189,210.10099437306968
1375,POINT (-74.07961 40.76754),0,0,45,-74.07961,40.76754,198.58047218046312
1376,POINT (-74.080891 40.76986899999999),0,0,45,-74.080891,40.76986899999999,280.72417027436705
1377,POINT (-74.077962 40.76626799999999),0,0,45,-74.077962,40.76626799999999,198.58047218046312
1378,POINT (-74.085701 40.774187),0,0,45,-74.085701,40.774187,210.10099437306968
1379,POINT (-74.361751 40.80236800000001),0,0,96,-74.361751,40.80236800000001,166.09931741351014
1380,POINT (-74.7374718 41.708887),2,0,11,-74.7374718,41.708887,471.12388290506334
1381,POINT (-74.875741 39.49039),0,0,108,-74.875741,39.49039,442.1400151379509
1382,POINT (-74.881473 39.48721900000001),0,0,108,-74.881473,39.48721900000001,599.4739824623425
1383,POINT (-74.893233 39.480367999999984),0,0,53,-74.893233,39.480367999999984,217.48442149260444
1384,POINT (-74.44672 40.81735799999999),0,0,24,-74.44672,40.81735799999999,357.75295795124055
1385,POINT (-74.02622600004318 40.890543500009244),0,0,472,-74.02622600004318,40.890543500009244,111.39256065795745
1386,POINT (-74.0151970005296 40.88635400005055),0,0,589,-74.0151970005296,40.88635400005055,262.99011109030147
1387,POINT (-74.027472 40.89086799999999),0,0,240,-74.027472,40.89086799999999,111.39256065795745
1388,POINT (-74.02248149931243 40.88929800038573),0,0,472,-74.02248149931243,40.88929800038573,194.04508786154517
1389,POINT (-74.02462100000001 40.88992799999999),0,0,472,-74.02462100000001,40.88992799999999,152.0275753180053
1390,POINT (-74.012171 40.88581),0,0,329,-74.012171,40.88581,262.99011109030147
1391,POINT (-74.019051 40.88818799999999),0,0,472,-74.019051,40.88818799999999,315.3124517415189
1392,POINT (-74.030731 40.891438000000015),0,0,433,-74.030731,40.891438000000015,107.94936598425923
1393,POINT (-74.008594 40.884689),0,0,329,-74.008594,40.884689,171.91138100721844
1394,POINT (-74.029253 40.89132900000001),0,0,468,-74.029253,40.89132900000001,125.59534523026034
1395,POINT (-74.81287199946802 40.28545700004844),0,0,241,-74.81287199946802,40.28545700004844,1030.7140389469648
1396,POINT (-74.948813 39.858208),0,0,21,-74.948813,39.858208,372.53422354948304
1397,POINT (-74.94647300000001 39.86111),0,0,21,-74.94647300000001,39.86111,378.5478907202039
1398,POINT (-74.944133 39.864028),0,0,21,-74.944133,39.864028,380.0656131208912
1399,POINT (-74.038041 40.414288),0,0,56,-74.038041,40.414288,167.89026110577473
1400,POINT (-74.040283 40.41486900000002),0,0,56,-74.040283,40.41486900000002,200.33117317133997
1401,POINT (-74.045603 40.41619799999999),0,0,56,-74.045603,40.41619799999999,379.9677454568017
1402,POINT (-74.051133 40.418089),0,0,56,-74.051133,40.418089,133.75646687557986
1403,POINT (-74.054793 40.41837999999999),0,0,56,-74.054793,40.41837999999999,173.55886839324955
1404,POINT (-73.971051 40.85416000000001),0,0,307,-73.971051,40.85416000000001,126.40423064202149
1405,POINT (-74.049633 40.417708000000005),0,0,56,-74.049633,40.417708000000005,133.75646687557986
1406,POINT (-74.128363 40.450079),4,0,71,-74.128363,40.450079,210.74707959767477
1407,POINT (-73.976052 40.848108999999994),0,0,167,-73.976052,40.848108999999994,154.34073109745077
1408,POINT (-74.130663 40.450808),4,0,71,-74.130663,40.450808,184.95199696700732
1409,POINT (-74.13238 40.451838),4,0,71,-74.13238,40.451838,184.95199696700732
1410,POINT (-73.975011 40.84924899999999),0,0,167,-73.975011,40.84924899999999,154.34073109745077
1411,POINT (-73.977173 40.846679),0,0,167,-73.977173,40.846679,138.25814502973435
1412,POINT (-73.973923 40.850369999999984),0,0,167,-73.973923,40.850369999999984,154.93782699154687
1413,POINT (-74.56682 40.868708),0,0,14,-74.56682,40.868708,452.17527592444293
1414,POINT (-74.564631 40.87241800000001),0,0,14,-74.564631,40.87241800000001,452.17527592444293
1415,POINT (-74.569701 40.86434),0,0,14,-74.569701,40.86434,317.8629683024201
1416,POINT (-75.383751 39.777710000000006),0,0,37,-75.383751,39.777710000000006,859.5007308891072
1417,POINT (-75.363533 39.76388),0,0,37,-75.363533,39.76388,669.0754587141702
1418,POINT (-75.376443 39.772338999999995),0,0,37,-75.376443,39.772338999999995,738.9369605204897
1419,POINT (-75.369322 39.768489),0,0,37,-75.369322,39.768489,708.7978424738839
1420,POINT (-75.17356100131722 40.689369000536345),32,32,80,-75.17356100131722,40.689369000536345,280.3251441158423
1421,POINT (-74.364863 40.541919),0,0,129,-74.364863,40.541919,243.25062627309705
1422,POINT (-74.66759000000002 40.91048),4,4,4,-74.66759000000002,40.91048,3295.0114928077537
1423,POINT (-74.611731 40.586928),9,9,9,-74.611731,40.586928,275.5492619294462
1424,POINT (-74.912901 39.97095899999999),0,0,101,-74.912901,39.97095899999999,171.2121464804187
1425,POINT (-74.91466 39.970197),0,0,101,-74.91466,39.970197,171.2121464804187
1426,POINT (-74.31097 40.23809700000001),0,0,54,-74.31097,40.23809700000001,888.8022445556014
1427,POINT (-74.0136854 41.0598479),0,0,27,-74.0136854,41.0598479,119.64574962778381
1428,POINT (-79.1669192 42.5442418),0,0,14,-79.1669192,42.5442418,5258.845620614808
1429,POINT (-74.236951 40.765958),0,0,73,-74.236951,40.765958,171.49563891317197
1430,POINT (-74.23510650012092 40.76659850081924),0,0,146,-74.23510650012092,40.76659850081924,171.49563891317197
1431,POINT (-74.110802 40.72734799999999),0,0,251,-74.110802,40.72734799999999,216.63759949521537
1432,POINT (-74.715051 40.20507999999999),0,0,103,-74.715051,40.20507999999999,195.76419851716474
1433,POINT (-74.055531 40.73707899999999),0,0,1012,-74.055531,40.73707899999999,122.11513154612078
1434,POINT (-73.965251 40.851828),0,0,206,-73.965251,40.851828,168.62204457528625
1435,POINT (-74.05230400437358 40.74161360117085),0,0,3036,-74.05230400437358,40.74161360117085,227.5522368719834
1436,POINT (-74.048524 40.74715700000001),0,0,391,-74.048524,40.74715700000001,176.71839415807284
1437,POINT (-74.23840799991575 40.09049950030246),0,0,44,-74.23840799991575,40.09049950030246,245.34522972321173
1438,POINT (-74.191393 40.934249),0,0,60,-74.191393,40.934249,294.94687595383704
1439,POINT (-74.177761 40.744137999999985),0,0,403,-74.177761,40.744137999999985,187.41510114368893
1440,POINT (-74.234881 40.090388000000004),0,0,44,-74.234881,40.090388000000004,258.42411426322303
1441,POINT (-74.175721 40.743479999999984),0,25,640,-74.175721,40.743479999999984,187.41510114368893
1442,POINT (-74.22311200069907 40.76098350088483),0,0,830,-74.22311200069907,40.76098350088483,169.83674949133697
1443,POINT (-74.049723 40.88796899999999),0,0,227,-74.049723,40.88796899999999,166.6589802802106
1444,POINT (-74.05094700047073 40.74374450007909),0,0,391,-74.05094700047073,40.74374450007909,150.76326313095834
1445,POINT (-74.218712 40.086828999999994),0,0,44,-74.218712,40.086828999999994,421.51385376130264
1446,POINT (-74.063513 40.895828),0,0,34,-74.063513,40.895828,247.34182683501828
1447,POINT (-74.153802 40.99732),0,0,138,-74.153802,40.99732,310.29855878577655
1448,POINT (-74.049583 40.74578699999999),0,0,391,-74.049583,40.74578699999999,104.22212625208662
1449,POINT (-74.2059124998768 40.75151300005129),0,0,577,-74.2059124998768,40.75151300005129,147.9109611661273
1450,POINT (-74.17136880140261 40.742015201211714),0,25,2703,-74.17136880140261,40.742015201211714,188.0919291789877
1451,POINT (-74.222112 40.759659),0,0,1024,-74.222112,40.759659,169.83674949133697
1452,POINT (-74.20907800004237 40.75250950000624),0,0,346,-74.20907800004237,40.75250950000624,113.78084068449984
1453,POINT (-74.22943 40.764429),0,0,146,-74.22943,40.764429,178.0618496552701
1454,POINT (-74.056972 40.73441),0,0,1012,-74.056972,40.73441,165.74814561207214
1455,POINT (-74.204191 40.75127899999999),0,0,403,-74.204191,40.75127899999999,147.9109611661273
1456,POINT (-74.185423 40.746429000000006),0,0,403,-74.185423,40.746429000000006,146.1941006117306
1457,POINT (-74.050082 40.74493),0,0,192,-74.050082,40.74493,104.22212625208662
1458,POINT (-74.054882 40.73806),0,0,522,-74.054882,40.73806,122.11513154612078
1459,POINT (-74.504343 40.83426),0,0,29,-74.504343,40.83426,534.3887621486625
1460,POINT (-74.043423 40.75451799999999),0,0,130,-74.043423,40.75451799999999,120.18452868469397
1461,POINT (-74.23866800032019 40.76725500028304),0,0,222,-74.23866800032019,40.76725500028304,198.4696528301744
1462,POINT (-74.180083 40.74487799999999),0,0,403,-74.180083,40.74487799999999,212.93555398974567
1463,POINT (-74.198741 40.9395),0,0,60,-74.198741,40.9395,238.476985081202
1464,POINT (-74.231943 40.08975000000001),0,0,44,-74.231943,40.08975000000001,258.42411426322303
1465,POINT (-74.187082 40.746798),0,0,403,-74.187082,40.746798,146.1941006117306
1466,POINT (-74.19020649948061 40.747433000325294),0,0,403,-74.19020649948061,40.747433000325294,140.70916755050374
1467,POINT (-74.04493 40.752339),0,0,130,-74.04493,40.752339,136.12218018630372
1468,POINT (-74.21583199940208 40.75544800047336),0,0,432,-74.21583199940208,40.75544800047336,177.47927051761764
1469,POINT (-74.22785200000001 40.76336899999999),0,0,146,-74.22785200000001,40.76336899999999,178.0618496552701
1470,POINT (-74.046823 40.88681),0,0,219,-74.046823,40.88681,113.0065335741253
1471,POINT (-74.05945199982246 40.73271750012221),0,0,801,-74.05945199982246,40.73271750012221,168.14823710232827
1472,POINT (-74.0442 40.753429999999994),0,0,130,-74.0442,40.753429999999994,136.12218018630372
1473,POINT (-74.05447533438804 40.89057566701315),0,0,144,-74.05447533438804,40.89057566701315,174.30983609401747
1474,POINT (-74.048092 40.887128),0,0,219,-74.048092,40.887128,113.0065335741253
1475,POINT (-74.22827199950292 40.08899350107936),0,0,44,-74.22827199950292,40.08899350107936,321.68602518617865
1476,POINT (-74.71876250074953 40.20372650065934),0,0,103,-74.71876250074953,40.20372650065934,283.98473458729865
1477,POINT (-74.196031 40.748818),0,0,745,-74.196031,40.748818,107.95251519928222
1478,POINT (-74.19823200059206 40.749354000183885),0,0,538,-74.19823200059206,40.749354000183885,153.4029050694464
1479,POINT (-74.199791 40.75005899999999),0,0,471,-74.199791,40.75005899999999,153.4029050694464
1480,POINT (-74.202081 40.75070900000001),0,0,403,-74.202081,40.75070900000001,189.38440425536223
1481,POINT (-74.19274733247374 40.747878001476394),209,206,1456,-74.19274733247374,40.747878001476394,188.8055996423788
1482,POINT (-74.194841 40.748467),0,0,744,-74.194841,40.748467,107.95251519928222
1483,POINT (-74.22043433136238 40.75853233437963),0,0,1262,-74.22043433136238,40.75853233437963,189.28747215493738
1484,POINT (-74.056084 40.736018),0,0,1012,-74.056084,40.736018,126.91119646799685
1485,POINT (-74.24007866894699 40.768681334170104),0,0,410,-74.24007866894699,40.768681334170104,191.88607504557413
1486,POINT (-74.217683 40.75661999999999),0,0,288,-74.217683,40.75661999999999,203.69994542242452
1487,POINT (-74.231853 40.765648999999996),0,0,146,-74.231853,40.765648999999996,245.76879755926882
1488,POINT (-74.111753 40.725539000000005),0,0,329,-74.111753,40.725539000000005,153.96455168859478
1489,POINT (-74.225543 40.762018),0,0,288,-74.225543,40.762018,161.33465695303533
1490,POINT (-74.207851 40.752089999999995),0,0,403,-74.207851,40.752089999999995,113.78084068449984
1491,POINT (-74.047191 40.749259),0,0,391,-74.047191,40.749259,214.28484101382418
1492,POINT (-74.04397533411233 40.885812333956615),0,0,877,-74.04397533411233,40.885812333956615,239.91406521238403
1493,POINT (-74.05641533302745 40.891104666745896),0,0,634,-74.05641533302745,40.891104666745896,174.30983609401747
1494,POINT (-74.223501 40.087878),0,0,44,-74.223501,40.087878,421.51385376130264
1495,POINT (-74.059032 40.89329899999999),0,0,462,-74.059032,40.89329899999999,148.17106724247373
1496,POINT (-74.19124100000002 40.936899),0,0,60,-74.19124100000002,40.936899,294.94687595383704
1497,POINT (-74.05403 40.73908700000001),0,0,1012,-74.05403,40.73908700000001,135.0331310292895
1498,POINT (-74.212763 40.753449),0,0,403,-74.212763,40.753449,172.330003029859
1499,POINT (-74.044791 40.82918699999999),0,0,88,-74.044791,40.82918699999999,242.91278752151203
1500,POINT (-74.045673 40.827108),0,0,88,-74.045673,40.827108,242.91278752151203
1501,POINT (-74.043862 40.831569),0,0,88,-74.043862,40.831569,276.2755137676706
1502,POINT (-74.56781 39.35879899999999),0,0,108,-74.56781,39.35879899999999,327.6909231228492
1503,POINT (-74.1396578 41.3130854),15,9,71,-74.1396578,41.3130854,322.59898479653407
1504,POINT (-74.169071 40.81804799999998),0,0,119,-74.169071,40.81804799999998,319.9890339194332
1505,POINT (-74.759992 40.21141800000001),0,0,95,-74.759992,40.21141800000001,186.07571826562935
1506,POINT (-74.758483 40.205409),0,0,96,-74.758483,40.205409,321.87719486051617
1507,POINT (-75.049722 39.95557000000001),0,0,64,-75.049722,39.95557000000001,143.66426308699985
1508,POINT (-75.049183 39.952679),0,0,126,-75.049183,39.952679,129.08967338468798
1509,POINT (-74.75697 40.199557999999996),0,0,47,-74.75697,40.199557999999996,305.16636704195713
1510,POINT (-74.162741 40.815168),0,0,346,-74.162741,40.815168,229.59142081336398
1511,POINT (-74.154243 40.811968),0,0,119,-74.154243,40.811968,225.65012880183363
1512,POINT (-74.7595 40.209489),0,0,95,-74.7595,40.209489,218.4943485768273
1513,POINT (-75.05032200000001 39.958768),0,0,126,-75.05032200000001,39.958768,107.85267333960739
1514,POINT (-75.050131 39.957809000000005),0,0,126,-75.050131,39.957809000000005,107.69346556101289
