ActualBusStop,PredictedBusStop,Error,PopulationSum,HospitalSum,ShoppingMalSum,pickUpSum,dropOffSum,stopTimeSum,radius(miles),radius(meters),centroid,lon,lat
9.0,4.21,4.79,5338,0.0,0.0,0.0,0.0,702.0,0.45,724.72,POINT (-74.00528324584086 40.22637617391289),-74.005,40.226
3.0,1.01,1.99,1082,0.0,0.0,0.0,0.0,156.0,0.45,724.72,POINT (-74.00484074648152 40.25660137435166),-74.005,40.257
5.0,2.67,2.33,3645,0.0,0.0,0.0,0.0,260.0,0.45,724.72,POINT (-74.00439757716622 40.286826412380165),-74.004,40.287
3.0,1.22,1.78,1465,0.0,0.0,0.0,0.0,135.0,0.45,724.72,POINT (-74.0030640380783 40.3775005516588),-74.003,40.378
1.0,0.87,0.13,988,0.0,0.0,6.0,0.0,85.0,0.45,724.72,POINT (-74.00261817751868 40.40772493970173),-74.003,40.408
19.0,24.95,-5.95,10664,1.0,0.0,0.0,0.0,15455.0,0.45,724.72,POINT (-73.99676008052163 40.80062717716873),-73.997,40.801
11.0,7.19,3.81,8566,0.0,0.0,105.0,0.0,1580.0,0.45,724.72,POINT (-73.99630465440231 40.830849286047105),-73.996,40.831
7.0,6.66,0.34,4134,0.0,0.0,0.0,0.0,3370.0,0.45,724.72,POINT (-73.99584853618664 40.861071231884644),-73.996,40.861
9.0,5.12,3.88,4575,0.0,0.0,0.0,0.0,1849.0,0.45,724.72,POINT (-73.9953917246798 40.891293014649726),-73.995,40.891
13.0,12.26,0.74,6582,0.0,0.0,0.0,0.0,6838.0,0.45,724.72,POINT (-73.99493421868392 40.92151463431091),-73.995,40.922
3.0,4.01,-1.01,4111,0.0,0.0,0.0,0.0,1152.0,0.45,724.72,POINT (-73.9944760169981 40.95173609083687),-73.994,40.952
2.0,0.63,1.37,541,0.0,0.0,0.0,0.0,103.0,0.45,724.72,POINT (-73.99372479616187 40.22627625398918),-73.994,40.226
3.0,0.37,2.63,300,0.0,0.0,0.0,0.0,12.0,0.45,724.72,POINT (-73.99327715713477 40.256501348177025),-73.993,40.257
1.0,2.54,-1.54,3934,0.0,0.0,0.0,0.0,4.0,0.45,724.72,POINT (-73.99282884037292 40.28672627986122),-73.993,40.287
1.0,2.68,-1.68,4166,0.0,0.0,2.0,0.0,10.0,0.45,724.72,POINT (-73.9923798447239 40.316951049006946),-73.992,40.317
7.0,2.07,4.93,2339,0.0,0.0,34.0,32.0,410.0,0.45,724.72,POINT (-73.99102877288657 40.4076243808678),-73.991,40.408
19.0,15.61,3.39,16159,0.0,1.0,0.0,0.0,4843.0,0.45,724.72,POINT (-73.98464191816964 40.83074722314632),-73.985,40.831
12.0,10.25,1.75,5946,0.0,1.0,0.0,0.0,5472.0,0.45,724.72,POINT (-73.98418050216105 40.86096906082933),-73.984,40.861
10.0,7.44,2.56,5705,0.0,0.0,0.0,0.0,3233.0,0.45,724.72,POINT (-73.98371838481175 40.891190735342725),-73.984,40.891
4.0,5.02,-1.02,3943,0.0,0.0,0.0,0.0,2084.0,0.45,724.72,POINT (-73.98325556490998 40.92141224665484),-73.983,40.921
5.0,4.71,0.29,4802,0.0,0.0,0.0,0.0,1394.0,0.45,724.72,POINT (-73.98279204124091 40.95163359473418),-73.983,40.952
4.0,1.7,2.3,1659,0.0,0.0,0.0,0.0,446.0,0.45,724.72,POINT (-73.9823278125867 40.981854779549444),-73.982,40.982
3.0,1.67,1.33,2470,0.0,0.0,0.0,0.0,12.0,0.45,724.72,POINT (-73.98126016190808 40.28662499086996),-73.981,40.287
3.0,2.07,0.93,3095,0.0,0.0,6.0,0.0,30.0,0.45,724.72,POINT (-73.98080601111978 40.31684965234881),-73.981,40.317
11.0,7.84,3.16,6245,0.0,0.0,0.0,0.0,3300.0,0.45,724.72,POINT (-73.97297924209074 40.83064398148435),-73.973,40.831
14.0,11.4,2.6,9382,0.0,3.0,0.0,0.0,4712.0,0.45,724.72,POINT (-73.97251252839307 40.86086570976407),-73.973,40.861
16.0,9.15,6.85,4462,0.0,0.0,0.0,0.0,5295.0,0.45,724.72,POINT (-73.97204510530541 40.89108727477586),-73.972,40.891
4.0,4.72,-0.72,3970,0.0,0.0,0.0,0.0,1820.0,0.45,724.72,POINT (-73.97157697160213 40.9213086764879),-73.972,40.921
8.0,6.05,1.95,5774,0.0,0.0,0.0,0.0,2027.0,0.45,724.72,POINT (-73.96084461557429 40.860761178706554),-73.961,40.861
2.0,1.16,0.84,1110,0.0,0.0,0.0,0.0,264.0,0.45,724.72,POINT (-73.9603718868536 40.89098263296689),-73.96,40.891
8.0,6.42,1.58,2605,0.0,0.0,0.0,0.0,3937.0,0.45,724.72,POINT (-73.95989843945436 40.921203923827846),-73.96,40.921
1.0,1.39,-0.39,1992,0.0,0.0,0.0,0.0,18.0,0.45,724.72,POINT (-73.95942427213393 40.951425051257516),-73.959,40.951
1.0,1.8,-0.8,2671,0.0,0.0,0.0,0.0,18.0,0.45,724.72,POINT (-73.95847377274299 41.01186681569631),-73.958,41.012
1.0,0.49,0.51,435,0.0,0.0,0.0,0.0,40.0,0.45,724.72,POINT (-73.92437308491904 40.95110335813431),-73.924,40.951
4.0,1.62,2.38,2085,0.0,0.0,0.0,0.0,160.0,0.45,724.72,POINT (-75.52097800786628 39.639970750579025),-75.521,39.64
4.0,1.06,2.94,1105,0.0,1.0,0.0,0.0,188.0,0.45,724.72,POINT (-75.50973848718004 39.670253226972626),-75.51,39.67
2.0,0.76,1.24,780,0.0,0.0,0.0,0.0,94.0,0.45,724.72,POINT (-75.49827193494602 39.67030298895038),-75.498,39.67
1.0,0.53,0.47,515,0.0,0.0,0.0,0.0,39.0,0.45,724.72,POINT (-75.47471859685766 39.57970326395787),-75.475,39.58
5.0,1.35,3.65,1607,0.0,0.0,0.0,0.0,172.0,0.45,724.72,POINT (-75.47575374118367 39.730862224904804),-75.476,39.731
2.0,0.76,1.24,726,0.0,0.0,0.0,0.0,119.0,0.45,724.72,POINT (-75.46326692075782 39.57974948155219),-75.463,39.58
2.0,1.26,0.74,1543,0.0,0.0,0.0,0.0,136.0,0.45,724.72,POINT (-75.4640744515185 39.70067716550202),-75.464,39.701
9.0,2.15,6.85,2564,0.0,0.0,0.0,0.0,363.0,0.45,724.72,POINT (-75.46427709642215 39.7309086897209),-75.464,39.731
2.0,0.75,1.25,873,0.0,0.0,0.0,0.0,43.0,0.45,724.72,POINT (-75.4528004253778 39.73095402004446),-75.453,39.731
1.0,0.23,0.77,17,0.0,0.0,0.0,0.0,37.0,0.45,724.72,POINT (-75.44151664665279 39.76122967682924),-75.442,39.761
1.0,0.26,0.74,68,0.0,0.0,0.0,0.0,33.0,0.45,724.72,POINT (-75.39472789274276 39.610235519105224),-75.395,39.61
1.0,0.25,0.75,51,0.0,0.0,0.0,0.0,37.0,0.45,724.72,POINT (-75.3957626631124 39.791626770376354),-75.396,39.792
1.0,0.23,0.77,13,0.0,0.0,0.0,0.0,37.0,0.45,724.72,POINT (-75.37262586512209 39.76147128435856),-75.373,39.761
1.0,0.28,0.72,37,0.0,0.0,0.0,0.0,66.0,0.45,724.72,POINT (-75.36051420928895 39.640579598156556),-75.361,39.641
3.0,0.62,2.38,478,0.0,0.0,0.0,0.0,129.0,0.45,724.72,POINT (-75.36114399048012 39.76150757716371),-75.361,39.762
1.0,1.33,-0.33,1831,0.0,0.0,0.0,0.0,46.0,0.45,724.72,POINT (-75.34966209536768 39.76154273420451),-75.35,39.762
2.0,0.53,1.47,450,0.0,0.0,0.0,0.0,67.0,0.45,724.72,POINT (-75.33759044278175 39.64064848194097),-75.338,39.641
4.0,0.8,3.2,876,0.0,0.0,0.0,0.0,81.0,0.45,724.72,POINT (-75.32612853064339 39.64068122742522),-75.326,39.641
2.0,0.61,1.39,547,0.0,0.0,0.0,0.0,86.0,0.45,724.72,POINT (-75.31507855924474 39.73140949093779),-75.315,39.731
1.0,0.26,0.74,43,0.0,0.0,0.0,0.0,43.0,0.45,724.72,POINT (-75.30373432322864 39.761672004608975),-75.304,39.762
1.0,0.26,0.74,52,0.0,0.0,0.0,0.0,43.0,0.45,724.72,POINT (-75.29225233552542 39.761701482743376),-75.292,39.762
2.0,1.16,0.84,1503,0.0,0.0,0.0,0.0,71.0,0.45,724.72,POINT (-75.29250831563667 39.822164935432504),-75.293,39.822
1.0,0.25,0.75,31,0.0,0.0,0.0,0.0,43.0,0.45,724.72,POINT (-75.28077033125639 39.76172982508093),-75.281,39.762
3.0,0.89,2.11,914,0.0,0.0,0.0,0.0,138.0,0.45,724.72,POINT (-75.28101625475486 39.82219333826047),-75.281,39.822
1.0,0.78,0.22,915,0.0,0.0,0.0,0.0,46.0,0.45,724.72,POINT (-75.26952417790454 39.82222060286278),-75.27,39.822
3.0,1.01,1.99,933,0.0,0.0,0.0,0.0,233.0,0.45,724.72,POINT (-75.25803208573872 39.822246729234855),-75.258,39.822
2.0,0.84,1.16,937,0.0,0.0,0.0,0.0,86.0,0.45,724.72,POINT (-75.24643202084451 39.79203995642804),-75.246,39.792
1.0,1.41,-0.41,1777,0.0,0.0,0.0,0.0,141.0,0.45,724.72,POINT (-75.24653997891038 39.8222717173723),-75.247,39.822
5.0,3.71,1.29,3681,0.0,0.0,0.0,0.0,1113.0,0.45,724.72,POINT (-75.23372185320646 39.42927001413953),-75.234,39.429
2.0,0.35,1.65,49,0.0,0.0,0.0,0.0,120.0,0.45,724.72,POINT (-75.23402555217605 39.51997058858),-75.234,39.52
1.0,0.22,0.78,6,0.0,0.0,0.0,0.0,30.0,0.45,724.72,POINT (-75.23412709058411 39.550203797597796),-75.234,39.55
1.0,0.27,0.73,34,0.0,0.0,0.0,0.0,60.0,0.45,724.72,POINT (-75.23422878212573 39.58043684866519),-75.234,39.58
1.0,0.67,0.33,740,0.0,0.0,0.0,0.0,43.0,0.45,724.72,POINT (-75.23494493220727 39.7920637809187),-75.235,39.792
1.0,2.23,-1.23,3038,0.0,0.0,0.0,0.0,194.0,0.45,724.72,POINT (-75.22229454968699 39.429292412873686),-75.222,39.429
4.0,1.0,3.0,1040,0.0,0.0,0.0,0.0,167.0,0.45,724.72,POINT (-75.22326248552982 39.73162237278899),-75.223,39.732
2.0,0.5,1.5,363,0.0,0.0,0.0,0.0,86.0,0.45,724.72,POINT (-75.22345783023593 39.792086468379146),-75.223,39.792
2.0,1.55,0.45,1522,0.0,0.0,0.0,0.0,388.0,0.45,724.72,POINT (-75.2108672337369 39.42931368904382),-75.211,39.429
4.0,1.07,2.93,162,0.0,0.0,0.0,0.0,666.0,0.45,724.72,POINT (-75.21095843024452 39.45954741841783),-75.211,39.46
1.0,0.26,0.74,14,0.0,0.0,0.0,0.0,60.0,0.45,724.72,POINT (-75.21104976422355 39.489780989976204),-75.211,39.49
2.0,0.52,1.48,323,0.0,0.0,0.0,0.0,120.0,0.45,724.72,POINT (-75.21160066785562 39.671179103433474),-75.212,39.671
1.0,0.34,0.66,127,0.0,0.0,0.0,0.0,68.0,0.45,724.72,POINT (-75.21187799420535 39.76187602711999),-75.212,39.762
3.0,0.7,2.3,30,0.0,0.0,0.0,0.0,423.0,0.45,724.72,POINT (-75.21206357698026 39.82233985233607),-75.212,39.822
2.0,1.04,0.96,667,0.0,0.0,0.0,0.0,388.0,0.45,724.72,POINT (-75.1994399059952 39.429333842646415),-75.199,39.429
1.0,0.3,0.7,138,0.0,0.0,0.0,0.0,30.0,0.45,724.72,POINT (-75.20022089520972 39.70143191759455),-75.2,39.701
1.0,0.27,0.73,77,0.0,0.0,0.0,0.0,35.0,0.45,724.72,POINT (-75.2003958921983 39.761896418757374),-75.2,39.762
1.0,0.44,0.56,148,0.0,0.0,0.0,0.0,141.0,0.45,724.72,POINT (-75.2005714180319 39.822360287495094),-75.201,39.822
2.0,0.66,1.34,703,0.0,0.0,49.0,49.0,49.0,0.45,724.72,POINT (-75.20317708900342 40.69901517367054),-75.203,40.699
4.0,2.39,1.61,2956,0.0,0.0,0.0,0.0,368.0,0.45,724.72,POINT (-75.18907924768608 39.82237958440046),-75.189,39.822
4.0,1.1,2.9,883,0.0,0.0,0.0,0.0,331.0,0.45,724.72,POINT (-75.18916216959072 39.852611302110546),-75.189,39.853
4.0,2.44,1.56,3611,0.0,0.0,22.0,22.0,84.0,0.45,724.72,POINT (-75.19153562341816 40.69903507463137),-75.192,40.699
3.0,1.63,1.37,1943,0.0,0.0,0.0,0.0,245.0,0.45,724.72,POINT (-75.17750930204782 39.79216584784561),-75.178,39.792
2.0,1.16,0.84,1518,0.0,0.0,0.0,0.0,65.0,0.45,724.72,POINT (-75.1775870665958 39.822397743048946),-75.178,39.822
1.0,0.76,0.24,882,0.0,0.0,0.0,0.0,46.0,0.45,724.72,POINT (-75.17766494859815 39.852629480120775),-75.178,39.853
10.0,2.27,7.73,2661,1.0,0.0,94.0,94.0,416.0,0.45,724.72,POINT (-75.17989414654586 40.69905380170452),-75.18,40.699
1.0,0.45,0.55,320,0.0,0.0,0.0,0.0,67.0,0.45,724.72,POINT (-75.16594952062482 39.76195077867992),-75.166,39.762
2.0,1.13,0.87,1321,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-75.16602214318476 39.79218285010177),-75.166,39.792
6.0,1.06,4.94,868,0.0,1.0,0.0,0.0,307.0,0.45,724.72,POINT (-75.16609487541413 39.8224147634375),-75.166,39.822
5.0,1.39,3.61,1369,0.0,0.0,0.0,0.0,331.0,0.45,724.72,POINT (-75.1661677174972 39.8526465186574),-75.166,39.853
2.0,1.25,0.75,1607,0.0,0.0,0.0,0.0,96.0,0.45,724.72,POINT (-75.16825265907255 40.69907135488678),-75.168,40.699
2.0,0.47,1.53,219,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-75.15446737708568 39.761966626980765),-75.154,39.762
3.0,1.34,1.66,1532,0.0,0.0,0.0,0.0,201.0,0.45,724.72,POINT (-75.15453497489912 39.792198715307784),-75.155,39.792
4.0,1.62,2.38,1873,0.0,0.0,0.0,0.0,269.0,0.45,724.72,POINT (-75.15460267479408 39.822430645563266),-75.155,39.822
3.0,2.3,0.7,2984,0.0,0.0,0.0,0.0,285.0,0.45,724.72,POINT (-75.15467047694202 39.852662417717575),-75.155,39.853
6.0,1.44,4.56,1633,0.0,0.0,0.0,0.0,236.0,0.45,724.72,POINT (-75.1430477978429 39.79221344346096),-75.143,39.792
4.0,1.34,2.66,1804,0.0,0.0,0.0,0.0,72.0,0.45,724.72,POINT (-75.14311046538866 39.82244538942358),-75.143,39.822
6.0,4.02,1.98,3031,0.0,0.0,0.0,0.0,1704.0,0.45,724.72,POINT (-75.1431732275867 39.85267717729863),-75.143,39.853
1.0,0.38,0.62,169,0.0,0.0,32.0,32.0,80.0,0.45,724.72,POINT (-75.144904176521 40.668875589450444),-75.145,40.669
2.0,1.19,0.81,1420,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-75.13138822796986 39.70153020503411),-75.131,39.702
4.0,2.81,1.19,3645,0.0,0.0,0.0,0.0,378.0,0.45,724.72,POINT (-75.1314456028729 39.73176263953806),-75.131,39.732
1.0,0.71,0.29,846,0.0,0.0,0.0,0.0,24.0,0.45,724.72,POINT (-75.131560612668 39.79222703455885),-75.132,39.792
1.0,1.33,-0.33,1728,0.0,0.0,0.0,0.0,95.0,0.45,724.72,POINT (-75.13161824785095 39.82245899501598),-75.132,39.822
4.0,1.55,2.45,1191,0.0,0.0,0.0,0.0,553.0,0.45,724.72,POINT (-75.13184966056313 39.94338525580102),-75.132,39.943
3.0,1.75,1.25,2249,0.0,0.0,0.0,0.0,188.0,0.45,724.72,POINT (-75.11991608697681 39.70154261929756),-75.12,39.702
4.0,2.4,1.6,2852,0.0,0.0,0.0,0.0,430.0,0.45,724.72,POINT (-75.11996845223054 39.731775067049014),-75.12,39.732
2.0,0.46,1.54,225,0.0,0.0,0.0,0.0,122.0,0.45,724.72,POINT (-75.12007342002636 39.792239488599165),-75.12,39.792
6.0,2.24,3.76,2397,0.0,0.0,0.0,0.0,530.0,0.45,724.72,POINT (-75.12012602283396 39.82247146233817),-75.12,39.822
5.0,1.49,3.51,1607,0.0,0.0,0.0,0.0,294.0,0.45,724.72,POINT (-75.12017870509227 39.85270327801365),-75.12,39.853
5.0,4.06,0.94,3087,0.0,0.0,0.0,0.0,1713.0,0.45,724.72,POINT (-75.12023146693485 39.88293493559622),-75.12,39.883
7.0,4.22,2.78,908,0.0,0.0,0.0,0.0,2940.0,0.45,724.72,POINT (-75.12028430849561 39.91316643505664),-75.12,39.913
16.0,14.72,1.28,6611,1.0,0.0,0.0,0.0,8891.0,0.45,724.72,POINT (-75.1203372299088 39.943397776365906),-75.12,39.943
4.0,3.07,0.93,3727,0.0,0.0,0.0,0.0,554.0,0.45,724.72,POINT (-75.10844393920317 39.701553900133),-75.108,39.702
3.0,0.79,2.21,524,0.0,0.0,0.0,0.0,248.0,0.45,724.72,POINT (-75.1085387218785 39.76201866174806),-75.109,39.762
2.0,1.1,0.9,1157,0.0,0.0,0.0,0.0,190.0,0.45,724.72,POINT (-75.10863379099075 39.82248279138808),-75.109,39.822
1.0,1.82,-0.82,2541,0.0,0.0,0.0,0.0,97.0,0.45,724.72,POINT (-75.10872914750277 39.88294628881596),-75.109,39.883
7.0,4.47,2.53,5803,0.0,0.0,0.0,0.0,686.0,0.45,724.72,POINT (-75.10877693383588 39.91317780037702),-75.109,39.913
6.0,5.05,0.95,3191,0.0,0.0,0.0,0.0,2485.0,0.45,724.72,POINT (-75.10882479238217 39.94340915379743),-75.109,39.943
1.0,0.56,0.44,247,0.0,0.0,0.0,0.0,194.0,0.45,724.72,POINT (-75.09655181863634 39.39923066055743),-75.097,39.399
4.0,0.85,3.15,168,0.0,0.0,0.0,0.0,480.0,0.45,724.72,POINT (-75.0969295031951 39.67133141899601),-75.097,39.671
6.0,2.35,3.65,2856,0.0,0.0,0.0,0.0,388.0,0.45,724.72,POINT (-75.09722682187673 39.88295650133308),-75.097,39.883
16.0,6.8,9.2,5913,0.0,0.0,0.0,0.0,2591.0,0.45,724.72,POINT (-75.09726955297175 39.913188023778986),-75.097,39.913
9.0,5.42,3.58,2534,0.0,0.0,0.0,0.0,3130.0,0.45,724.72,POINT (-75.09731234864068 39.94341938809369),-75.097,39.943
1.0,0.5,0.5,148,0.0,0.0,0.0,0.0,194.0,0.45,724.72,POINT (-75.08512934286732 39.39923957879412),-75.085,39.399
2.0,0.67,1.33,351,0.0,0.0,0.0,0.0,240.0,0.45,724.72,POINT (-75.08542512213938 39.64110762731995),-75.085,39.641
3.0,0.75,2.25,808,0.0,0.0,0.0,0.0,72.0,0.45,724.72,POINT (-75.08557435475649 39.762037864040195),-75.086,39.762
1.0,1.4,-0.4,1892,0.0,0.0,0.0,0.0,76.0,0.45,724.72,POINT (-75.08568687170322 39.852733882937066),-75.086,39.853
11.0,4.63,6.37,3146,0.0,1.0,0.0,0.0,2155.0,0.45,724.72,POINT (-75.08572449071198 39.88296557314585),-75.086,39.883
5.0,3.86,1.14,4896,0.0,0.0,0.0,0.0,635.0,0.45,724.72,POINT (-75.08576216655959 39.91319710526081),-75.086,39.913
17.0,9.94,7.06,9661,0.0,0.0,0.0,0.0,3344.0,0.45,724.72,POINT (-75.0857998993418 39.943428479252965),-75.086,39.943
2.0,1.16,0.84,869,0.0,0.0,0.0,0.0,388.0,0.45,724.72,POINT (-75.07370686234368 39.39924737563585),-75.074,39.399
1.0,0.79,0.21,780,0.0,0.0,0.0,0.0,120.0,0.45,724.72,POINT (-75.0739307740153 39.610882528780785),-75.074,39.611
2.0,1.69,0.31,2423,0.0,0.0,0.0,0.0,48.0,0.45,724.72,POINT (-75.07405978823914 39.73181343069976),-75.074,39.732
3.0,1.94,1.06,1962,0.0,0.0,0.0,0.0,496.0,0.45,724.72,POINT (-75.07412458783159 39.7922779341459),-75.074,39.792
12.0,5.05,6.95,3228,0.0,0.0,0.0,0.0,2467.0,0.45,724.72,POINT (-75.07418958328415 39.852741805598065),-75.074,39.853
5.0,2.9,2.1,3862,0.0,0.0,0.0,0.0,342.0,0.45,724.72,POINT (-75.07422215466376 39.88297350425278),-75.074,39.883
4.0,2.56,1.44,3835,0.0,0.0,0.0,0.0,74.0,0.45,724.72,POINT (-75.07425477525574 39.913205044820984),-75.074,39.913
15.0,6.93,8.07,6732,0.0,0.0,0.0,0.0,2289.0,0.45,724.72,POINT (-75.07428744514297 39.94343642727372),-75.074,39.943
2.0,1.23,0.77,982,0.0,0.0,0.0,0.0,388.0,0.45,724.72,POINT (-75.06228437770339 39.399254051081314),-75.062,39.399
2.0,1.83,0.17,2660,1.0,0.0,0.0,0.0,48.0,0.45,724.72,POINT (-75.06258261013465 39.73182018500612),-75.063,39.732
8.0,3.01,4.99,2014,0.0,0.0,0.0,0.0,1366.0,0.45,724.72,POINT (-75.0626373676356 39.792284702870894),-75.063,39.792
5.0,2.85,2.15,2921,0.0,0.0,0.0,0.0,776.0,0.45,724.72,POINT (-75.06266480841663 39.82251672482965),-75.063,39.823
3.0,2.71,0.29,3654,0.0,0.0,0.0,0.0,285.0,0.45,724.72,POINT (-75.06269229064397 39.85274858876663),-75.063,39.853
7.0,3.14,3.86,3551,0.0,0.0,0.0,0.0,700.0,0.45,724.72,POINT (-75.06271981438732 39.88298029465252),-75.063,39.883
5.0,3.23,1.77,4837,0.0,0.0,0.0,0.0,135.0,0.45,724.72,POINT (-75.06274737971655 39.913211842458146),-75.063,39.913
6.0,4.23,1.77,4669,0.0,0.0,0.0,0.0,1058.0,0.45,724.72,POINT (-75.06277498670167 39.94344323215463),-75.063,39.943
5.0,1.36,3.64,827,0.0,0.0,0.0,0.0,574.0,0.45,724.72,POINT (-75.06280263541291 39.97367446371312),-75.063,39.974
1.0,1.31,-0.31,1497,0.0,0.0,0.0,0.0,194.0,0.45,724.72,POINT (-75.05086188958441 39.39925960512942),-75.051,39.399
1.0,0.51,0.49,508,0.0,0.0,0.0,0.0,21.0,0.45,724.72,POINT (-75.05097208870937 39.550428425787416),-75.051,39.55
3.0,0.86,2.14,426,0.0,0.0,0.0,0.0,360.0,0.45,724.72,POINT (-75.05099422833136 39.58066171680896),-75.051,39.581
3.0,1.99,1.01,2888,0.0,0.0,0.0,0.0,72.0,0.45,724.72,POINT (-75.05110542848708 39.73182580466742),-75.051,39.732
3.0,1.82,1.18,1032,0.0,0.0,0.0,0.0,858.0,0.45,724.72,POINT (-75.05112776931983 39.76205814857676),-75.051,39.762
3.0,1.52,1.48,1665,0.0,0.0,0.0,0.0,290.0,0.45,724.72,POINT (-75.05115014388461 39.792290334528666),-75.051,39.792
14.0,3.24,10.76,2726,0.0,0.0,0.0,0.0,1201.0,0.45,724.72,POINT (-75.05121747053794 39.88298594434392),-75.051,39.883
6.0,3.49,2.51,4457,0.0,0.0,0.0,0.0,539.0,0.45,724.72,POINT (-75.05123998059838 39.913217498171186),-75.051,39.913
7.0,3.05,3.95,2693,0.0,0.0,0.0,0.0,1058.0,0.45,724.72,POINT (-75.05126252467537 39.943448893894534),-75.051,39.943
7.0,2.02,4.98,1668,0.0,0.0,0.0,0.0,709.0,0.45,724.72,POINT (-75.05128510282623 39.973680131485125),-75.051,39.974
8.0,4.0,4.0,3832,0.0,0.0,0.0,0.0,1281.0,0.45,724.72,POINT (-75.03943939862471 39.39926403777923),-75.039,39.399
4.0,1.0,3.0,159,0.0,0.0,0.0,0.0,614.0,0.45,724.72,POINT (-75.0394564373338 39.42949812195326),-75.039,39.429
3.0,0.93,2.07,105,0.0,0.0,0.0,0.0,581.0,0.45,724.72,POINT (-75.03947350172355 39.45973204851173),-75.039,39.46
5.0,2.25,2.75,1073,0.0,0.0,0.0,0.0,1201.0,0.45,724.72,POINT (-75.0394905918367 39.489965817423),-75.039,39.49
1.0,0.64,0.36,727,0.0,0.0,0.0,0.0,21.0,0.45,724.72,POINT (-75.03950770771604 39.520199428655694),-75.04,39.52
3.0,1.08,1.92,964,0.0,0.0,0.0,0.0,276.0,0.45,724.72,POINT (-75.03962824394617 39.73183028968271),-75.04,39.732
5.0,2.37,2.63,2200,0.0,0.0,0.0,0.0,734.0,0.45,724.72,POINT (-75.0396455675101 39.762062638377145),-75.04,39.762
5.0,2.92,2.08,3642,0.0,0.0,0.0,0.0,468.0,0.45,724.72,POINT (-75.03966291723059 39.792294829118255),-75.04,39.792
2.0,2.31,-0.31,3277,0.0,0.0,0.0,0.0,144.0,0.45,724.72,POINT (-75.0397151237708 39.88299045332604),-75.04,39.883
3.0,2.39,0.61,3103,0.0,0.0,0.0,0.0,296.0,0.45,724.72,POINT (-75.03973257855759 39.91322201195914),-75.04,39.913
8.0,2.57,5.43,2876,0.0,0.0,0.0,0.0,563.0,0.45,724.72,POINT (-75.03975005972151 39.94345341249248),-75.04,39.943
5.0,1.36,3.64,1475,0.0,0.0,0.0,0.0,250.0,0.45,724.72,POINT (-75.03976756730707 39.97368465489726),-75.04,39.974
2.0,0.53,1.47,298,0.0,0.0,0.0,0.0,141.0,0.45,724.72,POINT (-75.02800481973844 39.3690331037342),-75.028,39.369
4.0,3.3,0.7,3213,0.0,0.0,0.0,0.0,1010.0,0.45,724.72,POINT (-75.02801690546222 39.39926734903002),-75.028,39.399
3.0,2.59,0.41,3117,0.0,0.0,0.0,0.0,456.0,0.45,724.72,POINT (-75.02805327203107 39.48996913930574),-75.028,39.49
1.0,0.39,0.61,158,0.0,0.0,0.0,0.0,99.0,0.45,724.72,POINT (-75.0280654307877 39.520202754088466),-75.028,39.52
4.0,0.98,3.02,656,0.0,0.0,0.0,0.0,343.0,0.45,724.72,POINT (-75.02807760787861 39.5504362111644),-75.028,39.55
4.0,1.3,2.7,1248,0.0,0.0,0.0,0.0,318.0,0.45,724.72,POINT (-75.02815105716172 39.731833640051235),-75.028,39.732
2.0,2.04,-0.04,2482,0.0,0.0,0.0,0.0,312.0,0.45,724.72,POINT (-75.02820039393826 39.85276210130724),-75.028,39.853
5.0,1.57,3.43,1535,0.0,0.0,0.0,0.0,396.0,0.45,724.72,POINT (-75.02822517425052 39.913225383821256),-75.028,39.913
3.0,1.78,1.22,1004,0.0,1.0,0.0,0.0,839.0,0.45,724.72,POINT (-75.02823759249758 39.94345678794773),-75.028,39.943
2.0,1.05,0.95,1220,0.0,0.0,0.0,0.0,120.0,0.45,724.72,POINT (-75.02825002951397 39.973688033948775),-75.028,39.974
5.0,2.85,2.15,3580,0.0,0.0,0.0,0.0,444.0,0.45,724.72,POINT (-75.0282624853314 40.003919121795846),-75.028,40.004
2.0,0.64,1.36,373,0.0,0.0,0.0,0.0,198.0,0.45,724.72,POINT (-75.01658725236103 39.36903529124564),-75.017,39.369
3.0,1.71,1.29,1550,0.0,0.0,0.0,0.0,509.0,0.45,724.72,POINT (-75.01659441073495 39.39926953888122),-75.017,39.399
2.0,2.87,-0.87,3267,0.0,0.0,0.0,0.0,622.0,0.45,724.72,POINT (-75.01661595065283 39.48997133618826),-75.017,39.49
3.0,1.79,1.21,1952,0.0,0.0,0.0,0.0,370.0,0.45,724.72,POINT (-75.01666659075454 39.70160334322115),-75.017,39.702
3.0,1.69,1.31,1730,0.0,0.0,0.0,0.0,396.0,0.45,724.72,POINT (-75.0166811577996 39.76206821040535),-75.017,39.762
5.0,2.25,2.75,2794,0.0,0.0,0.0,0.0,337.0,0.45,724.72,POINT (-75.01669576886691 39.82253244579697),-75.017,39.823
2.0,1.5,0.5,1591,0.0,0.0,0.0,0.0,312.0,0.45,724.72,POINT (-75.01670309095515 39.852764326496576),-75.017,39.853
4.0,1.75,2.25,2451,0.0,0.0,0.0,0.0,84.0,0.45,724.72,POINT (-75.01671042410449 39.882996049159594),-75.017,39.883
