ActualBusStop,PredictedBusStop,Error,PopulationSum,HospitalSum,ShoppingMalSum,pickUpSum,dropOffSum,stopTimeSum,radius(miles),radius(meters),centroid,lon,lat
1.0,0.6,0.4,648,0.0,0.0,26.0,26.0,26.0,0.45,724.72,POINT (-74.57757853862522 41.13669960011644),-74.578,41.137
4.0,1.45,2.55,1259,0.0,0.0,0.0,0.0,432.0,0.45,724.72,POINT (-74.57710742310621 39.35315097878683),-74.577,39.353
5.0,1.99,3.01,1681,0.0,0.0,0.0,0.0,676.0,0.45,724.72,POINT (-74.57674235157413 39.4136178321385),-74.577,39.414
3.0,0.74,2.26,430,0.0,0.0,0.0,0.0,255.0,0.45,724.72,POINT (-74.57637617886434 39.47408405230994),-74.576,39.474
4.0,1.41,2.59,1730,0.0,0.0,0.0,0.0,166.0,0.45,724.72,POINT (-74.57113205012551 40.32054450822585),-74.571,40.321
2.0,1.22,0.78,1367,0.0,0.0,0.0,0.0,188.0,0.45,724.72,POINT (-74.56959249846867 40.56236745452862),-74.57,40.562
1.0,1.64,-0.64,2414,0.0,0.0,15.0,15.0,15.0,0.45,724.72,POINT (-74.56862075559422 40.71350161542649),-74.569,40.714
3.0,2.07,0.93,3081,0.0,0.0,0.0,0.0,42.0,0.45,724.72,POINT (-74.5676416115409 40.86463178735906),-74.568,40.865
8.0,2.56,5.44,1570,0.0,0.0,0.0,0.0,1209.0,0.45,724.72,POINT (-74.56569276397448 39.35310894244055),-74.566,39.353
2.0,1.28,0.72,1499,0.0,0.0,0.0,0.0,169.0,0.45,724.72,POINT (-74.56531783922702 39.413575705821536),-74.565,39.414
1.0,1.11,-0.11,1391,0.0,0.0,0.0,0.0,79.0,0.45,724.72,POINT (-74.56494178358322 39.474041835868796),-74.565,39.474
1.0,0.48,0.52,406,0.0,0.0,0.0,0.0,49.0,0.45,724.72,POINT (-74.56131212382536 40.0484384344138),-74.561,40.048
1.0,1.66,-0.66,2307,0.0,0.0,0.0,0.0,83.0,0.45,724.72,POINT (-74.55955611698953 40.32050101358583),-74.56,40.321
3.0,0.45,2.55,43,0.0,0.0,21.0,21.0,209.0,0.45,724.72,POINT (-74.55797501325625 40.56232358890289),-74.558,40.562
2.0,0.9,1.1,1148,0.0,0.0,30.0,30.0,30.0,0.45,724.72,POINT (-74.55697704332648 40.713457516593216),-74.557,40.713
1.0,0.62,0.38,554,0.0,0.0,0.0,0.0,90.0,0.45,724.72,POINT (-74.55427812905323 39.35306578662557),-74.554,39.353
3.0,1.89,1.11,1895,0.0,0.0,0.0,0.0,486.0,0.45,724.72,POINT (-74.55408588494807 39.383299201302535),-74.554,39.383
1.0,0.32,0.68,156,0.0,0.0,0.0,0.0,44.0,0.45,724.72,POINT (-74.54978236449388 40.0483942067492),-74.55,40.048
2.0,0.23,1.77,16,0.0,0.0,32.0,32.0,32.0,0.45,724.72,POINT (-74.54656146309458 40.532051338798034),-74.547,40.532
4.0,3.2,0.8,3858,0.0,0.0,20.0,20.0,596.0,0.45,724.72,POINT (-74.54635755394264 40.562278555095396),-74.546,40.562
2.0,0.56,1.44,576,0.0,0.0,30.0,30.0,30.0,0.45,724.72,POINT (-74.54553881844139 40.68318582489649),-74.546,40.683
2.0,2.18,-0.18,2912,0.0,0.0,0.0,0.0,216.0,0.45,724.72,POINT (-74.54266635205597 39.38325487866498),-74.543,39.383
1.0,0.24,0.76,81,0.0,0.0,0.0,0.0,7.0,0.45,724.72,POINT (-74.54246888804413 39.41348808760102),-74.542,39.413
2.0,1.19,0.81,1223,1.0,0.0,0.0,0.0,238.0,0.45,724.72,POINT (-74.54207306677712 39.47395403019997),-74.542,39.474
1.0,1.28,-0.28,1667,0.0,0.0,0.0,0.0,86.0,0.45,724.72,POINT (-74.5355747455703 40.441322726836944),-74.536,40.441
2.0,0.63,1.37,728,0.0,0.0,12.0,12.0,12.0,0.45,724.72,POINT (-74.53515806578112 40.5017778589792),-74.535,40.502
3.0,0.66,2.34,742,0.0,0.0,34.0,34.0,34.0,0.45,724.72,POINT (-74.53494925186315 40.532005185811),-74.535,40.532
4.0,3.83,0.17,5233,0.0,0.0,59.0,59.0,435.0,0.45,724.72,POINT (-74.53474012120839 40.56223235311381),-74.535,40.562
2.0,1.04,0.96,1401,0.0,0.0,17.0,17.0,17.0,0.45,724.72,POINT (-74.53411082339032 40.652912897580364),-74.534,40.653
1.0,1.93,-0.93,2676,0.0,0.0,85.0,85.0,126.0,0.45,724.72,POINT (-74.53241862320878 40.89472065697032),-74.532,40.895
1.0,0.38,0.62,303,0.0,0.0,0.0,0.0,13.0,0.45,724.72,POINT (-74.53092098217604 41.10629405531594),-74.531,41.106
7.0,3.76,3.24,3622,0.0,0.0,0.0,0.0,1191.0,0.45,724.72,POINT (-74.53124684468912 39.38320943537582),-74.531,39.383
2.0,0.77,1.23,362,0.0,0.0,0.0,0.0,314.0,0.45,724.72,POINT (-74.53084175126872 39.44367559759353),-74.531,39.444
2.0,0.82,1.18,716,0.0,0.0,0.0,0.0,179.0,0.45,724.72,POINT (-74.53063874653303 39.47390844098694),-74.531,39.474
5.0,0.66,4.34,716,0.0,0.0,46.0,46.0,46.0,0.45,724.72,POINT (-74.52333706784508 40.53195786589643),-74.523,40.532
3.0,1.71,1.29,2004,0.0,0.0,10.0,10.0,281.0,0.45,724.72,POINT (-74.52312271573409 40.562184982965974),-74.523,40.562
1.0,0.23,0.77,70,0.0,0.0,5.0,5.0,5.0,0.45,724.72,POINT (-74.52247770596693 40.65286537646444),-74.522,40.653
2.0,1.17,0.83,1532,0.0,0.0,0.0,0.0,60.0,0.45,724.72,POINT (-74.52117884551367 40.834221851390396),-74.521,40.834
2.0,1.27,0.73,1744,0.0,0.0,0.0,0.0,41.0,0.45,724.72,POINT (-74.52074325592514 40.89467273128943),-74.521,40.895
5.0,1.74,3.26,1303,0.0,0.0,0.0,0.0,657.0,0.45,724.72,POINT (-74.52024107693843 39.32269617500964),-74.52,39.323
4.0,3.12,0.88,1774,0.0,0.0,0.0,0.0,1577.0,0.45,724.72,POINT (-74.51982736348472 39.383162871442615),-74.52,39.383
1.0,1.94,-0.94,2938,0.0,0.0,0.0,0.0,6.0,0.45,724.72,POINT (-74.51962003913181 39.41339598198059),-74.52,39.413
1.0,1.67,-0.67,2481,0.0,0.0,6.0,6.0,6.0,0.45,724.72,POINT (-74.5119441526875 40.50168215384556),-74.512,40.502
2.0,0.71,1.29,867,0.0,0.0,13.0,13.0,13.0,0.45,724.72,POINT (-74.51172491171968 40.531909379062384),-74.512,40.532
1.0,1.57,-0.57,1945,0.0,0.0,0.0,0.0,188.0,0.45,724.72,POINT (-74.51150533820025 40.56213644465998),-74.512,40.562
1.0,1.0,0.0,1348,0.0,0.0,0.0,0.0,8.0,0.45,724.72,POINT (-74.51128543155951 40.59236335061126),-74.511,40.592
2.0,0.42,1.58,285,0.0,0.0,0.0,0.0,58.0,0.45,724.72,POINT (-74.50951411722731 40.83417284776664),-74.51,40.834
2.0,1.77,0.23,2334,0.0,0.0,85.0,85.0,167.0,0.45,724.72,POINT (-74.50906791711563 40.89462362375162),-74.509,40.895
5.0,2.52,2.48,1155,0.0,0.0,0.0,0.0,1383.0,0.45,724.72,POINT (-74.50883146050418 39.32264859230333),-74.509,39.323
4.0,2.03,1.97,365,0.0,0.0,0.0,0.0,1372.0,0.45,724.72,POINT (-74.50840790908008 39.383115186873106),-74.508,39.383
7.0,4.69,2.31,3040,0.0,0.0,0.0,0.0,2265.0,0.45,724.72,POINT (-74.5081956546229 39.41334824641444),-74.508,39.413
2.0,1.55,0.45,1817,0.0,0.0,0.0,0.0,238.0,0.45,724.72,POINT (-74.50777018556498 39.473813889841516),-74.508,39.474
1.0,0.89,0.11,1141,0.0,0.0,0.0,0.0,22.0,0.45,724.72,POINT (-74.50145442411583 40.35049429597093),-74.501,40.35
1.0,0.75,0.25,941,0.0,0.0,0.0,0.0,8.0,0.45,724.72,POINT (-74.49966285336647 40.59231359139787),-74.5,40.592
1.0,0.61,0.39,655,0.0,0.0,0.0,0.0,29.0,0.45,724.72,POINT (-74.49784941800809 40.834122664795075),-74.498,40.834
1.0,0.52,0.48,562,0.0,0.0,0.0,0.0,7.0,0.45,724.72,POINT (-74.49762118621888 40.864348079557715),-74.498,40.864
2.0,1.21,0.79,1567,0.0,0.0,0.0,0.0,82.0,0.45,724.72,POINT (-74.49739260747376 40.89457333436533),-74.497,40.895
4.0,1.72,2.28,269,0.0,0.0,0.0,0.0,1160.0,0.45,724.72,POINT (-74.49742187141605 39.322599891362366),-74.497,39.323
3.0,1.58,1.42,287,0.0,0.0,0.0,0.0,1029.0,0.45,724.72,POINT (-74.49698848211239 39.38306638167522),-74.497,39.383
2.0,1.12,0.88,679,0.0,0.0,0.0,0.0,447.0,0.45,724.72,POINT (-74.49677129759652 39.413299389021496),-74.497,39.413
1.0,1.22,-0.22,1731,0.0,0.0,0.0,0.0,6.0,0.45,724.72,POINT (-74.49655378578113 39.443532237782584),-74.497,39.444
1.0,0.7,0.3,628,0.0,0.0,0.0,0.0,119.0,0.45,724.72,POINT (-74.49633594612186 39.473764927924876),-74.496,39.474
1.0,2.46,-1.46,3768,0.0,0.0,1.0,5.0,21.0,0.45,724.72,POINT (-74.49055522621533 40.25975909043005),-74.491,40.26
1.0,1.33,-0.33,1911,0.0,0.0,0.0,0.0,8.0,0.45,724.72,POINT (-74.48804030452523 40.59226266280329),-74.488,40.592
4.0,4.83,-0.83,7094,0.0,0.0,0.0,0.0,343.0,0.45,724.72,POINT (-74.48641792706536 40.80384578217642),-74.486,40.804
2.0,1.03,0.97,1360,0.0,0.0,0.0,0.0,28.0,0.45,724.72,POINT (-74.48595121562705 40.86429666281371),-74.486,40.864
2.0,1.55,0.45,1943,0.0,0.0,137.0,137.0,178.0,0.45,724.72,POINT (-74.48571732769308 40.894521863139175),-74.486,40.895
4.0,3.64,0.36,2321,0.0,0.0,0.0,0.0,1744.0,0.45,724.72,POINT (-74.48579086357363 39.35278334330735),-74.486,39.353
1.0,0.6,0.4,15,0.0,0.0,0.0,0.0,343.0,0.45,724.72,POINT (-74.48556908321889 39.38301645585707),-74.486,39.383
2.0,1.07,0.93,983,0.0,0.0,0.0,0.0,253.0,0.45,724.72,POINT (-74.48512451943468 39.44348220513204),-74.485,39.443
1.0,0.38,0.62,247,0.0,0.0,0.0,0.0,44.0,0.45,724.72,POINT (-74.48037476461465 40.07833420505304),-74.48,40.078
1.0,0.94,0.06,1253,0.0,0.0,0.0,0.0,8.0,0.45,724.72,POINT (-74.47875774218805 40.2899359379982),-74.479,40.29
3.0,1.05,1.95,960,0.0,0.0,0.0,0.0,247.0,0.45,724.72,POINT (-74.47735802417643 40.47130263036638),-74.477,40.471
4.0,3.4,0.6,4307,0.0,0.0,0.0,0.0,542.0,0.45,724.72,POINT (-74.47641778571749 40.59221056483617),-74.476,40.592
10.0,3.31,6.69,4598,0.0,0.0,0.0,0.0,322.0,0.45,724.72,POINT (-74.47475858108818 40.80379329616829),-74.475,40.804
6.0,1.11,4.89,1013,0.0,0.0,0.0,0.0,271.0,0.45,724.72,POINT (-74.47452010953563 40.83401876084313),-74.475,40.834
6.0,1.18,4.82,1176,0.0,0.0,0.0,0.0,246.0,0.45,724.72,POINT (-74.47428127553724 40.86424406548955),-74.474,40.864
2.0,1.01,0.99,971,0.0,0.0,170.0,170.0,211.0,0.45,724.72,POINT (-74.47404207846712 40.894469210081965),-74.474,40.894
1.0,0.66,0.34,240,0.0,0.0,0.0,0.0,287.0,0.45,724.72,POINT (-74.47437641593937 39.35273235142254),-74.474,39.353
3.0,1.34,1.66,431,0.0,0.0,0.0,0.0,759.0,0.45,724.72,POINT (-74.47369528189517 39.44343104947177),-74.474,39.443
1.0,1.16,-0.16,1620,0.0,0.0,0.0,0.0,13.0,0.45,724.72,POINT (-74.46718719055686 40.2898832331892),-74.467,40.29
1.0,1.11,-0.11,1506,0.0,0.0,0.0,0.0,21.0,0.45,724.72,POINT (-74.46694962800498 40.32011135823325),-74.467,40.32
1.0,1.21,-0.21,1674,0.0,0.0,0.0,0.0,21.0,0.45,724.72,POINT (-74.46671170559695 40.35033932366121),-74.467,40.35
5.0,3.2,1.8,4353,0.0,0.0,0.0,0.0,346.0,0.45,724.72,POINT (-74.46575640511989 40.47124958864195),-74.466,40.471
2.0,2.24,-0.24,3414,0.0,0.0,13.0,13.0,13.0,0.45,724.72,POINT (-74.46551667420499 40.50147675556335),-74.466,40.501
5.0,4.27,0.73,4325,0.0,0.0,0.0,0.0,1264.0,0.45,724.72,POINT (-74.46479529762492 40.592157297505416),-74.465,40.592
4.0,0.94,3.06,965,0.0,1.0,0.0,0.0,157.0,0.45,724.72,POINT (-74.46309926619791 40.80373963208737),-74.463,40.804
1.0,1.16,-0.16,1521,0.0,0.0,0.0,0.0,59.0,0.45,724.72,POINT (-74.46285550166463 40.83396503988056),-74.463,40.834
1.0,0.94,0.06,1107,1.0,0.0,85.0,85.0,85.0,0.45,724.72,POINT (-74.46236686048937 40.894415375202755),-74.462,40.894
13.0,9.19,3.81,6260,0.0,0.0,0.0,0.0,4420.0,0.45,724.72,POINT (-74.46296199760509 39.352680240131576),-74.463,39.353
2.0,0.48,1.52,231,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.46203339964103 39.4736112968976),-74.462,39.474
2.0,0.48,1.52,110,0.0,0.0,0.0,0.0,201.0,0.45,724.72,POINT (-74.46109918964696 39.594539812988266),-74.461,39.595
8.0,3.19,4.81,4660,0.0,0.0,0.0,0.0,190.0,0.45,724.72,POINT (-74.45415481724606 40.47119538251523),-74.454,40.471
4.0,6.57,-2.57,10512,2.0,0.0,14.0,14.0,86.0,0.45,724.72,POINT (-74.453909880979 40.501422491873676),-74.454,40.501
7.0,3.78,3.22,3443,0.0,0.0,0.0,0.0,1298.0,0.45,724.72,POINT (-74.45317284092918 40.59210286082009),-74.453,40.592
1.0,1.33,-0.33,1902,0.0,0.0,4.0,4.0,12.0,0.45,724.72,POINT (-74.4529264150383 40.62232933066748),-74.453,40.622
2.0,1.0,1.0,1219,0.0,0.0,0.0,0.0,78.0,0.45,724.72,POINT (-74.45168866266235 40.773459280174265),-74.452,40.773
3.0,0.68,2.32,738,0.0,0.0,0.0,0.0,53.0,0.45,724.72,POINT (-74.45119092562527 40.83391013960577),-74.451,40.834
2.0,0.78,1.22,956,0.0,0.0,0.0,0.0,24.0,0.45,724.72,POINT (-74.45094148963278 40.864135329137014),-74.451,40.864
1.0,0.46,0.54,464,0.0,0.0,2.0,2.0,2.0,0.45,724.72,POINT (-74.45069167445334 40.89436035851077),-74.451,40.894
11.0,9.43,1.57,7636,0.0,0.0,0.0,0.0,3937.0,0.45,724.72,POINT (-74.45154760920691 39.35262700944308),-74.452,39.353
3.0,1.29,1.71,161,0.0,0.0,0.0,0.0,852.0,0.45,724.72,POINT (-74.45131106135564 39.382859954764804),-74.451,39.383
1.0,0.39,0.61,88,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.44964521330651 39.594486125416616),-74.45,39.594
2.0,1.15,0.85,1553,0.0,0.0,0.0,0.0,37.0,0.45,724.72,POINT (-74.44255326123195 40.47114001199543),-74.443,40.471
3.0,4.66,-1.66,6079,0.0,0.0,33.0,33.0,704.0,0.45,724.72,POINT (-74.44230311966722 40.501367062554515),-74.442,40.501
9.0,4.87,4.13,4956,0.0,0.0,0.0,0.0,1452.0,0.45,724.72,POINT (-74.44155041631194 40.59204725478945),-74.442,40.592
2.0,2.3,-0.3,3388,0.0,0.0,0.0,0.0,78.0,0.45,724.72,POINT (-74.44129875347 40.622273665628235),-74.441,40.622
1.0,1.3,-0.3,1854,0.0,0.0,12.0,12.0,12.0,0.45,724.72,POINT (-74.44079428127779 40.68272600728244),-74.441,40.683
2.0,0.53,1.47,471,0.0,0.0,9.0,9.0,57.0,0.45,724.72,POINT (-74.44003469685578 40.773403319301174),-74.44,40.773
1.0,1.72,-0.72,2551,0.0,0.0,0.0,0.0,12.0,0.45,724.72,POINT (-74.43927164520275 40.86407919012726),-74.439,40.864
2.0,0.92,1.08,1225,0.0,0.0,6.0,6.0,6.0,0.45,724.72,POINT (-74.43901652105248 40.89430416001544),-74.439,40.894
1.0,0.28,0.72,20,0.0,0.0,0.0,0.0,72.0,0.45,724.72,POINT (-74.43773506815293 41.045426605397466),-74.438,41.045
11.0,6.11,4.89,3770,0.0,0.0,0.0,0.0,3085.0,0.45,724.72,POINT (-74.44013325138096 39.35257265936592),-74.44,39.353
1.0,0.34,0.66,7,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.4381912679479 39.59443130884922),-74.438,39.594
5.0,1.83,3.17,2567,0.0,0.0,0.0,0.0,96.0,0.45,724.72,POINT (-74.43120669798589 40.44085632665488),-74.431,40.441
5.0,3.93,1.07,5135,0.0,0.0,0.0,0.0,566.0,0.45,724.72,POINT (-74.43069639094777 40.50131046761526),-74.431,40.501
4.0,0.36,3.64,29,0.0,0.0,0.0,0.0,140.0,0.45,724.72,POINT (-74.4301845349616 40.56176396880863),-74.43,40.562
1.0,2.19,-1.19,3287,0.0,0.0,0.0,0.0,35.0,0.45,724.72,POINT (-74.42992802445487 40.59199047942301),-74.43,40.592
13.0,8.77,4.23,9523,0.0,0.0,16.0,16.0,2426.0,0.45,724.72,POINT (-74.42967112471803 40.62221683001237),-74.43,40.622
1.0,0.61,0.39,694,0.0,0.0,12.0,12.0,12.0,0.45,724.72,POINT (-74.42915615488097 40.68266905100661),-74.429,40.683
4.0,1.75,2.25,2497,0.0,0.0,0.0,0.0,66.0,0.45,724.72,POINT (-74.42838076414876 40.77334618163091),-74.428,40.773
2.0,0.9,1.1,1033,0.0,0.0,0.0,0.0,90.0,0.45,724.72,POINT (-74.42786187180582 40.833796801157405),-74.428,40.834
5.0,2.05,2.95,2691,0.0,0.0,91.0,91.0,223.0,0.45,724.72,POINT (-74.42760183404388 40.86402187057462),-74.428,40.864
3.0,3.52,-0.52,431,0.0,0.0,0.0,0.0,2590.0,0.45,724.72,POINT (-74.42871892476336 39.35251718990911),-74.429,39.353
4.0,1.31,2.69,776,0.0,0.0,0.0,0.0,558.0,0.45,724.72,POINT (-74.42847253216644 39.382750017758966),-74.428,39.383
2.0,2.38,-0.38,3583,0.0,0.0,0.0,0.0,48.0,0.45,724.72,POINT (-74.41987016878359 40.410571439436424),-74.42,40.411
2.0,1.63,0.37,2347,0.0,0.0,0.0,0.0,36.0,0.45,724.72,POINT (-74.4196104050281 40.44079868859521),-74.42,40.441
7.0,4.69,2.31,6382,0.0,0.0,0.0,0.0,585.0,0.45,724.72,POINT (-74.41908969549883 40.50125270706559),-74.419,40.501
8.0,2.72,5.28,3553,0.0,0.0,0.0,0.0,348.0,0.45,724.72,POINT (-74.41830566603954 40.59193253473041),-74.418,40.592
20.0,11.46,8.54,9542,0.0,0.0,0.0,0.0,4679.0,0.45,724.72,POINT (-74.41804352946521 40.62215882382959),-74.418,40.622
1.0,0.63,0.37,703,0.0,0.0,0.0,0.0,24.0,0.45,724.72,POINT (-74.41778099504592 40.65238495282156),-74.418,40.652
1.0,1.48,-0.48,2055,0.0,0.0,0.0,0.0,59.0,0.45,724.72,POINT (-74.4175180620985 40.682610921679),-74.418,40.683
3.0,1.36,1.64,1918,0.0,0.0,0.0,0.0,27.0,0.45,724.72,POINT (-74.41672686522995 40.77328786717325),-74.417,40.773
3.0,0.96,2.04,999,0.0,0.0,0.0,0.0,152.0,0.45,724.72,POINT (-74.41593205684845 40.86396337048892),-74.416,40.864
1.0,0.67,0.33,815,0.0,0.0,3.0,3.0,3.0,0.45,724.72,POINT (-74.41566631493025 40.89418821765351),-74.416,40.894
2.0,1.16,0.84,415,0.0,0.0,0.0,0.0,618.0,0.45,724.72,POINT (-74.41705331509925 39.38269336839987),-74.417,39.383
2.0,2.26,-0.26,3379,0.0,0.0,0.0,0.0,48.0,0.45,724.72,POINT (-74.408279099041 40.410512700645654),-74.408,40.411
1.0,1.7,-0.7,2110,0.0,0.0,0.0,0.0,221.0,0.45,724.72,POINT (-74.40774879111777 40.47096691417255),-74.408,40.471
1.0,3.17,-2.17,4908,0.0,0.0,0.0,0.0,45.0,0.45,724.72,POINT (-74.40748303399852 40.50119378091529),-74.407,40.501
4.0,1.61,2.39,2210,0.0,0.0,0.0,0.0,92.0,0.45,724.72,POINT (-74.40668334174762 40.59187342072153),-74.407,40.592
8.0,3.84,4.16,5205,0.0,0.0,0.0,0.0,455.0,0.45,724.72,POINT (-74.40641596839434 40.62209964708977),-74.406,40.622
7.0,2.67,4.33,1513,0.0,1.0,0.0,0.0,1330.0,0.45,724.72,POINT (-74.40614818924924 40.65232571329492),-74.406,40.652
2.0,1.39,0.61,1937,0.0,0.0,0.0,0.0,44.0,0.45,724.72,POINT (-74.4058800036155 40.68255161930952),-74.406,40.683
2.0,1.43,0.57,2023,0.0,0.0,12.0,12.0,31.0,0.45,724.72,POINT (-74.40561141079458 40.7127773651063),-74.406,40.713
2.0,0.92,1.08,1182,0.0,0.0,0.0,0.0,31.0,0.45,724.72,POINT (-74.40399126359576 40.894128473806795),-74.404,40.894
6.0,2.11,3.89,1591,0.0,0.0,0.0,0.0,822.0,0.45,724.72,POINT (-74.40563413056654 39.382635598482466),-74.406,39.383
3.0,1.75,1.25,2381,0.0,0.0,0.0,0.0,122.0,0.45,724.72,POINT (-74.39641792128681 40.44067992309883),-74.396,40.441
1.0,0.58,0.42,508,0.0,0.0,0.0,0.0,82.0,0.45,724.72,POINT (-74.39614736931233 40.47090688617648),-74.396,40.471
3.0,2.31,0.69,3380,0.0,0.0,0.0,0.0,90.0,0.45,724.72,POINT (-74.39587640712494 40.50113368917438),-74.396,40.501
4.0,1.77,2.23,2470,0.0,0.0,0.0,0.0,92.0,0.45,724.72,POINT (-74.3950610522607 40.59181313740645),-74.395,40.592
8.0,4.81,3.19,4323,0.0,0.0,0.0,0.0,1721.0,0.45,724.72,POINT (-74.39451541837714 40.65226530197949),-74.395,40.652
2.0,0.52,1.48,533,0.0,0.0,0.0,0.0,15.0,0.45,724.72,POINT (-74.39424198011712 40.682491143908315),-74.394,40.682
1.0,1.87,-0.87,2766,0.0,0.0,12.0,12.0,31.0,0.45,724.72,POINT (-74.39396812669588 40.71271682556209),-74.394,40.713
4.0,2.27,1.73,3253,0.0,0.0,0.0,0.0,120.0,0.45,724.72,POINT (-74.39369385739937 40.7429423469136),-74.394,40.743
1.0,0.52,0.48,544,0.0,0.0,0.0,0.0,13.0,0.45,724.72,POINT (-74.3931440683154 40.80339290860183),-74.393,40.803
1.0,2.92,-1.92,4218,0.0,0.0,92.0,92.0,179.0,0.45,724.72,POINT (-74.39259260711684 40.86384282875863),-74.393,40.864
1.0,0.71,0.29,849,0.0,0.0,0.0,0.0,21.0,0.45,724.72,POINT (-74.39231624767027 40.894067548196496),-74.392,40.894
2.0,0.83,1.17,683,0.0,0.0,0.0,0.0,206.0,0.45,724.72,POINT (-74.39421497920546 39.38257670801636),-74.394,39.383
1.0,0.42,0.58,142,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.39237580922452 39.59420075280778),-74.392,39.594
1.0,0.43,0.57,333,0.0,0.0,0.0,0.0,44.0,0.45,724.72,POINT (-74.38782758066449 40.108112355257276),-74.388,40.108
5.0,1.89,3.11,2596,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.38537197863798 40.38016451907739),-74.385,40.38
6.0,1.62,4.38,2313,0.0,0.0,0.0,0.0,48.0,0.45,724.72,POINT (-74.38509706357995 40.41039173741968),-74.385,40.41
8.0,3.51,4.49,4821,0.0,0.0,0.0,0.0,375.0,0.45,724.72,POINT (-74.38482173185496 40.4406187956823),-74.385,40.441
3.0,1.47,1.53,1965,0.0,0.0,0.0,0.0,99.0,0.45,724.72,POINT (-74.38426981555622 40.5010724318531),-74.384,40.501
4.0,0.82,3.18,679,0.0,0.0,0.0,0.0,201.0,0.45,724.72,POINT (-74.38399322955418 40.53129900970408),-74.384,40.531
3.0,2.49,0.51,3018,0.0,0.0,0.0,0.0,426.0,0.45,724.72,POINT (-74.38288268311356 40.65220371888558),-74.383,40.652
1.0,1.69,-0.69,2457,0.0,0.0,12.0,12.0,31.0,0.45,724.72,POINT (-74.38232487832822 40.712655111752426),-74.382,40.713
4.0,2.54,1.46,3698,0.0,0.0,0.0,0.0,120.0,0.45,724.72,POINT (-74.38204534050516 40.74288056765845),-74.382,40.743
2.0,0.95,1.05,1206,0.0,0.0,0.0,0.0,42.0,0.45,724.72,POINT (-74.38148499035032 40.803330998279876),-74.381,40.803
4.0,0.99,3.01,982,0.0,0.0,92.0,92.0,191.0,0.45,724.72,POINT (-74.38092293596512 40.86378078713469),-74.381,40.864
4.0,1.74,2.26,2477,0.0,0.0,0.0,0.0,63.0,0.45,724.72,POINT (-74.3806412678472 40.89400544083308),-74.381,40.894
1.0,0.92,0.08,1199,0.0,0.0,0.0,0.0,16.0,0.45,724.72,POINT (-74.38035917146122 40.92422993401033),-74.38,40.924
1.0,0.54,0.46,335,0.0,0.0,0.0,0.0,134.0,0.45,724.72,POINT (-74.38092202844447 39.59414029140256),-74.381,39.594
1.0,1.63,-0.63,2177,0.0,0.0,0.0,0.0,127.0,0.45,724.72,POINT (-74.37350609921076 40.41032951300501),-74.374,40.41
5.0,1.93,3.07,2680,0.0,0.0,0.0,0.0,120.0,0.45,724.72,POINT (-74.37266325997045 40.50101000896185),-74.373,40.501
5.0,1.23,3.77,1528,0.0,0.0,0.0,0.0,115.0,0.45,724.72,POINT (-74.37209923485979 40.56146287185845),-74.372,40.561
6.0,3.25,2.75,3314,0.0,0.0,0.0,0.0,911.0,0.45,724.72,POINT (-74.37124998414245 40.6521409640237),-74.371,40.652
3.0,2.07,0.93,3091,0.0,0.0,24.0,24.0,35.0,0.45,724.72,POINT (-74.37068166637793 40.71259222368784),-74.371,40.713
4.0,1.66,2.34,1021,0.0,0.0,0.0,0.0,734.0,0.45,724.72,POINT (-74.37039686009098 40.74281761290324),-74.37,40.743
1.0,0.45,0.55,391,0.0,0.0,0.0,0.0,28.0,0.45,724.72,POINT (-74.37011162121044 40.77304284167109),-74.37,40.773
2.0,1.73,0.27,1489,0.0,0.0,0.0,0.0,556.0,0.45,724.72,POINT (-74.36982594899109 40.803267909964255),-74.37,40.803
6.0,1.62,4.38,2078,0.0,0.0,35.0,35.0,168.0,0.45,724.72,POINT (-74.36925330154575 40.863717565018995),-74.369,40.864
1.0,0.68,0.32,779,0.0,0.0,0.0,0.0,31.0,0.45,724.72,POINT (-74.36896632481997 40.89394215172718),-74.369,40.894
1.0,0.6,0.4,677,0.0,0.0,0.0,0.0,16.0,0.45,724.72,POINT (-74.36867891175568 40.92416657785395),-74.369,40.924
6.0,1.09,4.91,978,0.0,0.0,0.0,0.0,271.0,0.45,724.72,POINT (-74.36665473919604 41.13573306227638),-74.367,41.136
1.0,1.45,-0.45,1847,0.0,0.0,0.0,0.0,137.0,0.45,724.72,POINT (-74.37110536669728 39.41268791958824),-74.371,39.413
3.0,0.3,2.7,121,0.0,0.0,0.0,0.0,45.0,0.45,724.72,POINT (-74.36276971023874 40.31958439118478),-74.363,40.32
1.0,0.89,0.11,1156,0.0,0.0,0.0,0.0,15.0,0.45,724.72,POINT (-74.36248529507529 40.34981179651739),-74.362,40.35
1.0,0.43,0.57,383,0.0,0.0,0.0,0.0,15.0,0.45,724.72,POINT (-74.36220044901233 40.380039041711136),-74.362,40.38
4.0,1.53,2.47,2033,0.0,0.0,0.0,0.0,110.0,0.45,724.72,POINT (-74.36191517131527 40.41026612673657),-74.362,40.41
