shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
211-9819_8306_9997_9825_9323,40.7133368,-74.0266306,4
211-9819_8306_9997_9825_9323,40.7556112,-74.013241,5
211-9819_8306_9997_9825_9323,40.758862,-74.0080911,6
211-9819_8306_9997_9825_9323,40.7563914,-74.0173609,7
211-9819_8306_9997_9825_9323,40.7380544,-74.0230257,8
211-9819_8306_9997_9825_9323,40.714037,-74.031066,9
211-9819_8306_9997_9825_9323,40.7114176,-74.0252144,10
211-9819_8306_9997_9825_9323,40.7141501,-74.0183908,11
211-9819_8306_9997_9825_9323,40.7049438,-74.0225536,12
211-9819_8306_9997_9825_9323,40.6948578,-74.0224249,13
211-9819_8306_9997_9825_9323,40.6970703,-74.0134985,14
211-9819_8306_9997_9825_9323,40.6977211,-74.007662,15
211-9819_8306_9997_9825_9323,40.7024062,-74.0062029,16
211-9819_9825_9323,40.4195057,-74.0351532,1
211-9819_9825_9323,40.6022025,-74.0406183,2
211-9819_9825_9323,40.6257887,-74.0516046,3
211-9819_9825_9323,40.6802265,-74.0383867,4
211-9819_9825_9323,40.714763,-74.0183879,5
211-9819_9825_9323,40.7062572,-74.0224005,6
211-9819_9825_9323,40.6988724,-74.0180878,7
211-9819_9825_9323,40.6975058,-74.0117363,8
211-9819_9825_9323,40.69897,-74.0057711,9
211-9819_9825_9323,40.7024062,-74.0062029,10
211-9825_9323_9819,40.7140849,-74.0190775,1
211-9825_9323_9819,40.6987422,-74.0216068,2
211-9825_9323_9819,40.6973757,-74.0078739,3
211-9825_9323_9819,40.7024062,-74.0062029,4
211-9825_9323_9819,40.6980915,-74.0044836,5
211-9825_9323_9819,40.68818,-74.0103001,6
211-9825_9323_9819,40.6782216,-74.0284962,7
211-9825_9323_9819,40.6550447,-74.0389676,8
211-9825_9323_9819,40.6336835,-74.0490097,9
211-9825_9323_9819,40.5776431,-74.0436024,10
211-9825_9323_9819,40.4195057,-74.0351532,11
211-9819_9323_8306,40.4192484,-74.0353867,1
211-9819_9323_8306,40.602714,-74.0396353,2
211-9819_9323_8306,40.63037,-74.048195,3
211-9819_9323_8306,40.6802167,-74.0248724,4
211-9819_9323_8306,40.6898626,-74.0082382,5
211-9819_9323_8306,40.7029335,-74.0063248,6
211-9819_9323_8306,40.6957716,-74.0106245,7
211-9819_9323_8306,40.6992855,-74.0248724,8
211-9819_9323_8306,40.7478115,-74.0168043,9
211-9819_9323_8306,40.755809,-74.0120836,10
211-9819_9323_8306,40.7604298,-74.006793,11
211-9819_9323_8306,40.76023,-74.0049597,12
