service_id,date,exception_type
sat,20220101,2
Abbrev,20220101,1
mtwtf,20220117,2
sat,20220117,1
mtwtf,20220221,2
sat,20220221,1
mtwtf,20220415,2
sat,20220415,1
mtwtf,20220530,2
sun,20220530,1
mtwtf,20220704,2
Abbrev,20220704,1
mtwtf,20220905,2
sun,20220905,1
mtwtf,20221010,2
sat,20221010,1
mtwtf,20221124,2
Abbrev,20221124,1
mtwtf,20221125,2
sat,20221125,1
sun,20221225,2
Abbrev,20221225,1
sat,20221231,2
mtwtf,20221231,1
