shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
R2,41.1143,-74.57846,8221
R2,41.114663,-74.579162,8231
R2,41.115621,-74.578932,8241
R2,41.115732,-74.579862,8251
R2,41.11802,-74.579522,8261
R2,41.118187,-74.580562,8271
R2,41.12038,-74.58004,8281
R2,41.12198,-74.57964,8291
R2,41.12197,-74.58067,8301
R2,41.12159,-74.58271,8311
R2,41.1213,-74.58343,8321
R2,41.12087,-74.58421,8331
R2,41.120602,-74.584972,8341
R2,41.12113,-74.5862,8351
R2,41.12166,-74.5859,8361
R2,41.12349,-74.5842,8371
R2,41.12423,-74.58348,8381
R2,41.12484,-74.58277,8391
R2,41.12553,-74.58175,8401
R2,41.12598,-74.58092,8411
R2,41.126627,-74.579597,8421
R2,41.125524,-74.579991,8431
R2,41.12534,-74.57891,8441
R2,41.1253,-74.57822,8451
R2,41.12576,-74.57779,8461
R2,41.12628,-74.57742,8471
R2,41.13117,-74.57508,8481
R2,41.13182,-74.57492,8491
R2,41.13297,-74.5748,8501
R2,41.13345,-74.5747,8511
R2,41.13394,-74.57448,8521
R2,41.13553,-74.57333,8531
R2,41.13664,-74.57212,8541
R2,41.13705,-74.57189,8551
R2,41.13768,-74.57172,8561
R2,41.1379,-74.57171,8571
R2,41.14127,-74.57218,8581
R2,41.14127,-74.57218,8591
R2,41.14344,-74.57243,8601
R2,41.14778,-74.57387,8611
R2,41.14955,-74.57457,8621
R2,41.15153,-74.5752,8631
R2,41.1523,-74.57574,8641
R2,41.15342,-74.57617,8651
R2,41.15318,-74.57723,8661
R2,41.15236,-74.58265,8671
R2,41.15169,-74.58625,8681
R2,41.15162,-74.58736,8691
R2,41.15165,-74.58814,8701
R2,41.15201,-74.59039,8711
R2,41.15199,-74.59129,8721
R2,41.15175,-74.59234,8731
R2,41.15156,-74.59287,8741
R2,41.15126,-74.59341,8751
R2,41.15072,-74.59405,8761
R2,41.15013,-74.59449,8771
R2,41.14836,-74.59519,8781
R2,41.1479,-74.59543,8791
R2,41.14596,-74.59673,8801
R2,41.14486,-74.59756,8811
R2,41.143679,-74.598649,8821
R2,41.14485,-74.60084,8831
R2,41.14582,-74.60204,8841
R2,41.14583,-74.6027,8851
R2,41.14559,-74.603,8861
R2,41.14083,-74.60578,8871
R2,41.13888,-74.60833,8881
R2,41.13916,-74.60902,8891
R2,41.13888,-74.60833,8901
R2,41.14083,-74.60578,8911
R2,41.14559,-74.603,8921
R2,41.14583,-74.6027,8931
R2,41.14582,-74.60204,8941
R2,41.14485,-74.60084,8951
R2,41.143679,-74.598649,8961
R2,41.14486,-74.59756,8971
R2,41.14596,-74.59673,8981
R2,41.1479,-74.59543,8991
R2,41.14836,-74.59519,9001
R2,41.15013,-74.59449,9011
R2,41.15072,-74.59405,9021
R2,41.15126,-74.59341,9031
R2,41.15156,-74.59287,9041
R2,41.15175,-74.59234,9051
R2,41.15199,-74.59129,9061
R2,41.15201,-74.59039,9071
R2,41.15165,-74.58814,9081
R2,41.15162,-74.58736,9091
R2,41.15169,-74.58625,9101
R2,41.15236,-74.58265,9111
R2,41.15414,-74.57768,9121
R2,41.15431,-74.57706,9131
R2,41.15431,-74.57706,9141
R2,41.15444,-74.57662,9151
R2,41.158,-74.57813,9161
R2,41.16156,-74.57972,9171
R2,41.16209,-74.5801,9181
R2,41.1625,-74.58057,9191
R2,41.1628,-74.58107,9201
R2,41.163,-74.58159,9211
R2,41.16347,-74.58394,9221
R2,41.16364,-74.58442,9231
R2,41.16392,-74.58491,9241
R2,41.16426,-74.5853,9251
R2,41.16528,-74.58619,9261
R2,41.16596,-74.5865,9271
R2,41.16659,-74.58667,9281
R2,41.16699,-74.58671,9291
R2,41.17002,-74.58686,9301
R2,41.17081,-74.58698,9311
R2,41.17177,-74.58741,9321
R2,41.17507,-74.58927,9331
R2,41.17663,-74.59008,9341
R2,41.17982,-74.58994,9351
R2,41.18029,-74.59001,9361
R2,41.18154,-74.59037,9371
R2,41.18231,-74.59022,9381
R2,41.18394,-74.58934,9391
R2,41.18463,-74.58891,9401
R2,41.18648,-74.58738,9411
R2,41.18648,-74.58738,9421
R2,41.18715,-74.58686,9431
R2,41.1876,-74.58671,9441
R2,41.18813,-74.58665,9451
R2,41.19088,-74.58676,9461
R2,41.19188,-74.58687,9471
R2,41.19233,-74.58699,9481
R2,41.19277,-74.58721,9491
R2,41.19318,-74.58752,9501
R2,41.19361,-74.58797,9511
R2,41.19434,-74.58898,9521
R2,41.19702,-74.59311,9531
R2,41.19808,-74.59459,9541
R2,41.19829,-74.59503,9551
R2,41.19868,-74.5961,9561
R2,41.19894,-74.59667,9571
R2,41.19894,-74.59679,9581
R2,41.19957,-74.5978,9591
R2,41.20204,-74.60089,9601
R2,41.20228,-74.60111,9611
R2,41.20297,-74.60159,9621
R2,41.20312,-74.60114,9631
R2,41.20269,-74.6007,9641
R2,41.20208,-74.59996,9651
R2,41.20298,-74.59939,9661
R2,41.20422,-74.59893,9671
R2,41.20422,-74.59893,9681
R2,41.20448,-74.59877,9691
R2,41.20745,-74.60307,9701
R2,41.20904,-74.60567,9711
R2,41.20803,-74.60696,9721
R2,41.20808,-74.60751,9731
R2,41.20797,-74.60789,9741
R2,41.20777,-74.60937,9751
R2,41.20748,-74.61025,9761
R2,41.20503,-74.61439,9771
R2,41.20483,-74.61605,9781
R2,41.20525,-74.61936,9791
R2,41.20535,-74.62032,9801
R2,41.2051,-74.62176,9811
R2,41.20354,-74.62371,9821
R2,41.20065,-74.62644,9831
R2,41.198853,-74.628998,9841
R2,41.198712,-74.62874,9851
R2,41.199037,-74.628182,9861
R2,41.19888,-74.62801,9871
N1,41.06348,-74.74192,1
N1,41.06346,-74.7422,2
N1,41.06334,-74.74267,3
N1,41.06333,-74.74293,4
N1,41.06338,-74.74321,5
N1,41.0635,-74.7435,6
N1,41.06562,-74.74652,7
N1,41.06044,-74.75204,13
N1,41.06048,-74.752,14
N1,41.06048,-74.752,15
N1,41.05994,-74.7526,16
N1,41.05939,-74.75305,17
N1,41.05926,-74.75315,18
N1,41.0588,-74.75328,19
N1,41.05862,-74.75345,20
N1,41.05858,-74.75363,21
N1,41.05847,-74.75374,22
N1,41.05834,-74.75374,23
N1,41.05824,-74.75368,24
N1,41.05768,-74.75287,25
N1,41.05677,-74.75394,26
N1,41.05556,-74.75497,27
N1,41.05556,-74.75497,28
N1,41.05467,-74.75528,29
N1,41.05386,-74.75564,30
N1,41.05347,-74.75588,31
N1,41.05243,-74.7567,32
N1,41.05219,-74.75683,33
N1,41.05197,-74.75676,34
N1,41.05009,-74.75678,35
N1,41.04901,-74.75673,36
N1,41.04901,-74.75673,37
N1,41.04662,-74.75653,38
N1,41.04638,-74.75657,39
N1,41.04617,-74.75675,40
N1,41.04532,-74.75778,41
N1,41.04532,-74.75778,42
N1,41.04395,-74.76006,43
N1,41.04361,-74.7605,44
N1,41.04323,-74.76089,45
N1,41.04111,-74.76266,46
N1,41.04111,-74.76266,47
N1,41.04054,-74.76317,48
N1,41.03969,-74.76417,49
N1,41.03922,-74.76459,50
N1,41.03826,-74.7652,51
N1,41.03709,-74.76582,52
N1,41.03664,-74.76601,53
N1,41.03552,-74.76625,54
N1,41.03487,-74.76627,55
N1,41.03262,-74.76611,56
N1,41.03196,-74.76618,57
N1,41.03152,-74.76629,58
N1,41.03152,-74.76629,59
N1,41.03103,-74.76644,60
N1,41.03029,-74.76684,61
N1,41.02979,-74.76721,62
N1,41.0292,-74.76753,63
N1,41.02817,-74.76795,64
N1,41.02746,-74.76812,65
N1,41.02263,-74.76891,66
N1,41.02263,-74.76891,67
N1,41.02039,-74.76926,68
N1,41.0199,-74.76926,69
N1,41.01919,-74.76913,70
N1,41.01919,-74.76913,71
N1,41.01822,-74.76865,72
N1,41.01708,-74.76786,73
N1,41.01555,-74.76717,74
N1,41.01555,-74.76717,75
N1,41.01297,-74.7661,76
N1,41.0123,-74.76565,77
N1,41.01168,-74.76501,78
N1,41.01131,-74.76449,79
N1,41.01108,-74.76404,80
N1,41.00939,-74.7602,81
N1,41.00907,-74.75912,82
N1,41.00883,-74.75739,83
N1,41.0087,-74.75692,84
N1,41.00849,-74.75639,85
N1,41.0081,-74.75574,86
N1,41.00767,-74.75529,87
N1,41.00706,-74.75488,88
N1,41.00437,-74.75354,89
N1,41.00317,-74.75286,90
N1,41.00228,-74.75217,91
N1,41.00059,-74.75063,92
N1,41.00022,-74.75017,93
N1,40.99993,-74.74954,94
N1,40.99965,-74.7485,95
N1,40.99936,-74.74675,96
N1,40.99915,-74.74617,97
N1,40.99893,-74.74576,98
N1,40.99864,-74.74537,99
N1,40.99807,-74.74477,100
N1,40.99758,-74.7444,101
N1,40.99653,-74.74379,102
N1,40.99606,-74.74359,103
N1,40.99334,-74.74319,104
N1,40.99068,-74.74273,105
N1,40.98721,-74.74225,106
N1,40.98483,-74.74183,107
N1,40.98438,-74.74164,108
N1,40.98242,-74.74041,109
N1,40.98151,-74.7397,110
N1,40.97928,-74.73887,111
N1,40.9787,-74.73873,112
N1,40.97822,-74.73875,113
N1,40.97493,-74.73949,114
N1,40.97452,-74.73973,115
N1,40.97417,-74.74004,116
N1,40.97348,-74.74079,117
N1,40.97305,-74.74107,118
N1,40.97271,-74.74118,119
N1,40.97206,-74.74116,120
N1,40.96819,-74.74043,121
N1,40.96718,-74.74001,122
N1,40.96606,-74.73943,123
N1,40.9649,-74.73903,124
N1,40.9645,-74.73894,125
N1,40.9624,-74.73897,126
N1,40.96175,-74.73888,127
N1,40.95729,-74.73769,128
N1,40.95656,-74.73728,129
N1,40.9554,-74.73646,130
N1,40.95306,-74.73553,131
N1,40.95245,-74.73525,132
N1,40.95139,-74.73465,133
N1,40.95016,-74.7338,134
N1,40.94846,-74.73235,135
N1,40.94846,-74.73235,136
N1,40.94683,-74.73092,137
N1,40.9464,-74.73059,138
N1,40.94617,-74.73047,139
N1,40.94539,-74.7302,140
N1,40.94253,-74.72948,141
N1,40.94195,-74.72913,142
N1,40.94145,-74.72858,143
N1,40.94106,-74.72783,144
N1,40.94068,-74.72696,145
N1,40.94042,-74.72653,146
N1,40.94021,-74.72628,147
N1,40.93978,-74.72593,148
N1,40.93853,-74.72535,149
N1,40.93791,-74.72494,150
N1,40.93741,-74.72428,151
N1,40.93609,-74.72213,152
N1,40.93554,-74.72136,153
N1,40.93528,-74.72113,154
N1,40.93499,-74.721,155
N1,40.93425,-74.72048,156
N1,40.93382,-74.7201,157
N1,40.93324,-74.719386,158
N1,40.933629,-74.718672,159
N1,40.933299,-74.718508,160
N1,40.933199,-74.718423,161
N1,40.9328,-74.71802,162
N1,40.93236,-74.71884,163
N1,40.93227,-74.71876,164
N1,40.93201,-74.7187,165
N1,40.93004,-74.71861,166
N1,40.9294,-74.71864,167
N1,40.92851,-74.71884,168
N1,40.92804,-74.71886,169
N1,40.92512,-74.71866,170
N1,40.92105,-74.71856,171
N1,40.92093,-74.71862,172
N1,40.9185,-74.71855,173
N1,40.91816,-74.7185,174
N1,40.9177,-74.71835,175
N1,40.91607,-74.71767,176
N1,40.91493,-74.71713,177
N1,40.91437,-74.71681,178
N1,40.91395,-74.71644,179
N1,40.91359,-74.71594,180
N1,40.9128,-74.71452,181
N1,40.91257,-74.7142,182
N1,40.91213,-74.71376,183
N1,40.90993,-74.71251,184
N1,40.90927,-74.71205,185
N1,40.90927,-74.71205,186
N1,40.90883,-74.71167,187
N1,40.90849,-74.71122,188
N1,40.90803,-74.71031,189
N1,40.90753,-74.70875,190
N1,40.90738,-74.70842,191
N1,40.90711,-74.708,192
N1,40.90675,-74.70756,193
N1,40.90633,-74.70722,194
N1,40.90591,-74.707,195
N1,40.90444,-74.70663,196
N1,40.9042,-74.70651,197
N1,40.90376,-74.70617,198
N1,40.90327,-74.70547,199
N1,40.90304,-74.70525,200
N1,40.90286,-74.70515,201
N1,40.9015,-74.70482,202
N1,40.9015,-74.70482,203
N1,40.90127,-74.70477,204
N1,40.90067,-74.70514,205
N1,40.90037,-74.70543,206
N1,40.89966,-74.70638,207
N1,40.89934,-74.70669,208
N1,40.89799,-74.70662,209
N1,40.89774,-74.70667,210
N1,40.897851,-74.707533,211
N2,40.897851,-74.707533,1
N2,40.89774,-74.70667,2
N2,40.89799,-74.70662,3
N2,40.89934,-74.70669,4
N2,40.89966,-74.70638,5
N2,40.90037,-74.70543,6
N2,40.90067,-74.70514,7
N2,40.90127,-74.70477,8
N2,40.9015,-74.70482,9
N2,40.9015,-74.70482,10
N2,40.90286,-74.70515,11
N2,40.90304,-74.70525,12
N2,40.90327,-74.70547,13
N2,40.90376,-74.70617,14
N2,40.9042,-74.70651,15
N2,40.90444,-74.70663,16
N2,40.90591,-74.707,17
N2,40.90633,-74.70722,18
N2,40.90675,-74.70756,19
N2,40.90711,-74.708,20
N2,40.90738,-74.70842,21
N2,40.90753,-74.70875,22
N2,40.90803,-74.71031,23
N2,40.90849,-74.71122,24
N2,40.90883,-74.71167,25
N2,40.90927,-74.71205,26
N2,40.90927,-74.71205,27
N2,40.90993,-74.71251,28
N2,40.91141,-74.71337,29
N2,40.91289,-74.71415,30
N2,40.91384,-74.71473,31
N2,40.91421,-74.71506,32
N2,40.91461,-74.71561,33
N2,40.9149,-74.7161,34
N2,40.91572,-74.71683,35
N2,40.91713,-74.71787,36
N2,40.91772,-74.71824,37
N2,40.91847,-74.71844,38
N2,40.92093,-74.7185,39
N2,40.92105,-74.71856,40
N2,40.92535,-74.71867,41
N2,40.92804,-74.71886,42
N2,40.92851,-74.71884,43
N2,40.9294,-74.71864,44
N2,40.93004,-74.71861,45
N2,40.93174,-74.71868,46
N2,40.93227,-74.71876,47
N2,40.93239,-74.71873,48
N2,40.9328,-74.71802,49
N2,40.9328,-74.71802,50
N2,40.93239,-74.71873,51
N2,40.932849,-74.717929,52
N2,40.933199,-74.718423,53
N2,40.933299,-74.718508,54
N2,40.933669,-74.718661,55
N2,40.93332,-74.71938,56
N2,40.93349,-74.71909,57
N2,40.9336,-74.71879,58
N2,40.9336,-74.71879,59
N2,40.93349,-74.71909,60
N2,40.93332,-74.71938,61
N2,40.93405,-74.72015,62
N2,40.93512,-74.72098,63
N2,40.93515,-74.72105,64
N2,40.93538,-74.72121,65
N2,40.9357,-74.72155,66
N2,40.93741,-74.72428,67
N2,40.93781,-74.72484,68
N2,40.93801,-74.72503,69
N2,40.93838,-74.72527,70
N2,40.93978,-74.72593,71
N2,40.94033,-74.72641,72
N2,40.94068,-74.72696,73
N2,40.94106,-74.72783,74
N2,40.94145,-74.72858,75
N2,40.94195,-74.72913,76
N2,40.94253,-74.72948,77
N2,40.94539,-74.7302,78
N2,40.94617,-74.73047,79
N2,40.9464,-74.73059,80
N2,40.94683,-74.73092,81
N2,40.94846,-74.73235,82
N2,40.94846,-74.73235,83
N2,40.95016,-74.7338,84
N2,40.95139,-74.73465,85
N2,40.95245,-74.73525,86
N2,40.95306,-74.73553,87
N2,40.9554,-74.73646,88
N2,40.95656,-74.73728,89
N2,40.95729,-74.73769,90
N2,40.96175,-74.73888,91
N2,40.9624,-74.73897,92
N2,40.9645,-74.73894,93
N2,40.9649,-74.73903,94
N2,40.96606,-74.73943,95
N2,40.96718,-74.74001,96
N2,40.96819,-74.74043,97
N2,40.97206,-74.74116,98
N2,40.97271,-74.74118,99
N2,40.97305,-74.74107,100
N2,40.97348,-74.74079,101
N2,40.97417,-74.74004,102
N2,40.97452,-74.73973,103
N2,40.97493,-74.73949,104
N2,40.97822,-74.73875,105
N2,40.9787,-74.73873,106
N2,40.97928,-74.73887,107
N2,40.98151,-74.7397,108
N2,40.98242,-74.74041,109
N2,40.98438,-74.74164,110
N2,40.98483,-74.74183,111
N2,40.98721,-74.74225,112
N2,40.99068,-74.74273,113
N2,40.99334,-74.74319,114
N2,40.99606,-74.74359,115
N2,40.99653,-74.74379,116
N2,40.99758,-74.7444,117
N2,40.99807,-74.74477,118
N2,40.99864,-74.74537,119
N2,40.99893,-74.74576,120
N2,40.99915,-74.74617,121
N2,40.99936,-74.74675,122
N2,40.99965,-74.7485,123
N2,40.99993,-74.74954,124
N2,41.00022,-74.75017,125
N2,41.00059,-74.75063,126
N2,41.00228,-74.75217,127
N2,41.00317,-74.75286,128
N2,41.00437,-74.75354,129
N2,41.00706,-74.75488,130
N2,41.00767,-74.75529,131
N2,41.0081,-74.75574,132
N2,41.00849,-74.75639,133
N2,41.0087,-74.75692,134
N2,41.00883,-74.75739,135
N2,41.00907,-74.75912,136
N2,41.00939,-74.7602,137
N2,41.01108,-74.76404,138
N2,41.01131,-74.76449,139
N2,41.01168,-74.76501,140
N2,41.0123,-74.76565,141
N2,41.01297,-74.7661,142
N2,41.01555,-74.76717,143
N2,41.01555,-74.76717,144
N2,41.01708,-74.76786,145
N2,41.01822,-74.76865,146
N2,41.01919,-74.76913,147
N2,41.01919,-74.76913,148
N2,41.0199,-74.76926,149
N2,41.02039,-74.76926,150
N2,41.02263,-74.76891,151
N2,41.02263,-74.76891,152
N2,41.02746,-74.76812,153
N2,41.02817,-74.76795,154
N2,41.0292,-74.76753,155
N2,41.02979,-74.76721,156
N2,41.03029,-74.76684,157
N2,41.03103,-74.76644,158
N2,41.03152,-74.76629,159
N2,41.03152,-74.76629,160
N2,41.03196,-74.76618,161
N2,41.03262,-74.76611,162
N2,41.03487,-74.76627,163
N2,41.03552,-74.76625,164
N2,41.03664,-74.76601,165
N2,41.03709,-74.76582,166
N2,41.03826,-74.7652,167
N2,41.03922,-74.76459,168
N2,41.03969,-74.76417,169
N2,41.04054,-74.76317,170
N2,41.04108,-74.76268,171
N2,41.04108,-74.76268,172
N2,41.04323,-74.76089,173
N2,41.04361,-74.7605,174
N2,41.04395,-74.76006,175
N2,41.04532,-74.75778,176
N2,41.04532,-74.75778,177
N2,41.04617,-74.75675,178
N2,41.04638,-74.75657,179
N2,41.04662,-74.75653,180
N2,41.04901,-74.75673,181
N2,41.04901,-74.75673,182
N2,41.05009,-74.75678,183
N2,41.05197,-74.75676,184
N2,41.05219,-74.75683,185
N2,41.05243,-74.7567,186
N2,41.05347,-74.75588,187
N2,41.05386,-74.75564,188
N2,41.05467,-74.75528,189
N2,41.05554,-74.75498,190
N2,41.05554,-74.75498,191
N2,41.05691,-74.7538,192
N2,41.05806,-74.75244,193
N2,41.05844,-74.75299,194
N2,41.05871,-74.75308,195
N2,41.05939,-74.75305,196
N2,41.05975,-74.75278,197
N2,41.06048,-74.752,198
N2,41.06048,-74.752,199
N2,41.06124,-74.75107,200
N2,41.06326,-74.74888,201
N2,41.06477,-74.74761,202
N2,41.06503,-74.74734,203
N2,41.06562,-74.74652,204
N2,41.06562,-74.74652,205
N2,41.0656,-74.74655,206
N2,41.06429,-74.74461,207
N2,41.0635,-74.7435,208
N2,41.06338,-74.74321,209
N2,41.06333,-74.74293,210
N2,41.06334,-74.74267,211
N2,41.06346,-74.7422,212
N2,41.06348,-74.74192,213
